,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,protein_id,annotation,locus_tag,gene,start,end,strand,accession,Exp.,DeepSecE,DeepSecE(0.6),Effectidor
2110,2110,2110,2110,2110,2110,2111,NP_461121.1,maleylacetoacetate isomerase,STM2176,,2272977,2273621,-,NC_003197.2,0,0,0,0
2111,2111,2111,2111,2111,2111,2112,NP_461122.1,5-carboxymethyl-2-hydroxymuconate isomerase,STM2177,,2273630,2274331,-,NC_003197.2,0,0,0,0
2112,2112,2112,2112,2112,2112,2113,NP_461123.1,"gentisate 1,2-dioxygenase",STM2178,,2274347,2275384,-,NC_003197.2,0,0,0,0
2113,2113,2113,2113,2113,2113,2114,NP_461124.1,4-hydroxybenzoate transporter,STM2179,,2275396,2276754,-,NC_003197.2,0,0,0,0
2114,2114,2114,2114,2114,2114,2115,NP_461125.1,transcriptional regulator,STM2180,,2276880,2277788,+,NC_003197.2,0,0,0,0
2115,2115,2115,2115,2115,2115,2116,NP_461126.1,hypothetical protein,STM2181,yohJ,2277920,2278318,+,NC_003197.2,0,0,0,0
2116,2116,2116,2116,2116,2116,2117,NP_461127.1,CidB/LrgB family autolysis modulator,STM2182,yohK,2278315,2279010,+,NC_003197.2,0,0,0,0
2117,2117,2117,2117,2117,2117,2118,NP_461128.1,cytidine deaminase,STM2183,cdd,2279164,2280048,+,NC_003197.2,0,0,0,0
2118,2118,2118,2118,2118,2118,2119,NP_461129.1,vancomycin high temperature exclusion protein,STM2184,sanA,2280225,2280944,+,NC_003197.2,0,0,0,0
2119,2119,2119,2119,2119,2119,2120,NP_461130.1,putative inner membrane protein,STM2185,b2145,2280941,2281186,+,NC_003197.2,0,0,0,0
2120,2120,2120,2120,2120,2120,2121,NP_461131.1,dihydropyrimidine dehydrogenase subunit A,STM2186,,2281391,2282632,+,NC_003197.2,0,0,0,0
2121,2121,2121,2121,2121,2121,2122,NP_461132.1,dihydropyrimidine dehydrogenase subunit B,STM2187,yeiA,2282626,2283861,+,NC_003197.2,0,0,0,0
2122,2122,2122,2122,2122,2122,2123,NP_461133.1,galactoside ABC transporter permease MglC,STM2188,mglC,2283936,2284946,-,NC_003197.2,0,0,0,0
2123,2123,2123,2123,2123,2123,2124,NP_461134.1,galactose/methyl galactoside ABC transporter ATP-binding protein MglA,STM2189,mglA,2284962,2286482,-,NC_003197.2,0,0,0,0
2124,2124,2124,2124,2124,2124,2125,NP_461135.1,methyl-galactoside ABC transporter substrate-binding protein,STM2190,mglB,2286616,2287614,-,NC_003197.2,0,0,0,0
2125,2125,2125,2125,2125,2125,2126,NP_461136.1,DNA-binding transcriptional regulator GalS,STM2191,galS,2288113,2289135,-,NC_003197.2,0,0,0,0
2126,2126,2126,2126,2126,2126,2127,NP_461137.1,hypothetical protein,STM2192,yeiB,2289285,2290427,-,NC_003197.2,0,0,0,0
2127,2127,2127,2127,2127,2127,2128,NP_461138.1,GTP cyclohydrolase I FolE,STM2193,folE,2290442,2291110,-,NC_003197.2,0,0,0,0
2128,2128,2128,2128,2128,2128,2129,NP_461139.2,S-formylglutathione hydrolase,STM2194,yeiG,2291440,2292297,+,NC_003197.2,0,0,0,0
2129,2129,2129,2129,2129,2129,2130,NP_461140.1,putative transcriptional regulator,STM2195,,2292286,2292675,-,NC_003197.2,0,0,0,0
2130,2130,2130,2130,2130,2130,2131,NP_461141.1,L-serine ammonia-lyase,STM2196,,2292680,2294047,-,NC_003197.2,0,0,0,0
2131,2131,2131,2131,2131,2131,2132,NP_461142.1,phosphoserine phosphatase SerB,STM2197,,2294264,2295151,+,NC_003197.2,0,0,0,0
2132,2132,2132,2132,2132,2132,2133,NP_461143.1,MFS transporter,STM2198,,2295184,2296506,+,NC_003197.2,0,0,0,0
2133,2133,2133,2133,2133,2133,2134,NP_461144.1,catecholate siderophore receptor CirA,STM2199,cirA,2296550,2298541,-,NC_003197.2,0,0,0,0
2134,2134,2134,2134,2134,2134,2135,NP_461145.1,lysine transporter,STM2200,lysP,2298887,2300356,-,NC_003197.2,0,0,0,0
2135,2135,2135,2135,2135,2135,2136,NP_461146.1,putative LysR family transcriptional regulator,STM2201,yeiE,2300546,2301409,-,NC_003197.2,0,0,0,0
2136,2136,2136,2136,2136,2136,2137,NP_461147.1,hypothetical protein,STM2202,yeiH,2301530,2302579,+,NC_003197.2,0,0,0,0
2137,2137,2137,2137,2137,2137,2138,NP_461148.1,deoxyribonuclease IV,STM2203,nfo,2302658,2303515,+,NC_003197.2,0,0,0,0
2138,2138,2138,2138,2138,2138,2139,NP_461149.1,PTS fructose transporter subunit IIBC,STM2204,fruA,2303580,2305268,-,NC_003197.2,0,0,0,0
2139,2139,2139,2139,2139,2139,2140,NP_461150.1,1-phosphofructokinase,STM2205,fruK,2305285,2306223,-,NC_003197.2,0,0,0,0
2140,2140,2140,2140,2140,2140,2141,NP_461151.1,bifunctional PTS fructose transporter subunit IIA/HPr protein,STM2206,fruF,2306223,2307353,-,NC_003197.2,0,0,0,0
2141,2141,2141,2141,2141,2141,2142,NP_461152.1,sugar efflux transporter SetB,STM2207,setB,2307722,2308903,+,NC_003197.2,0,0,0,0
2142,2142,2142,2142,2142,2142,2143,NP_461153.1,hypothetical protein,STM2208,,2308968,2309633,-,NC_003197.2,0,0,0,0
2143,2143,2143,2143,2143,2143,2144,NP_461154.1,hypothetical protein,STM2209,,2309635,2309757,-,NC_003197.2,0,0,0,0
2144,2144,2144,2144,2144,2144,2145,NP_461155.3,putative elongation factor,STM2211,yeiP,2310492,2311295,+,NC_003197.2,0,0,0,0
2145,2145,2145,2145,2145,2145,2146,NP_461156.1,hypothetical protein,STM2212,yeiR,2311508,2312494,+,NC_003197.2,0,0,0,0
2146,2146,2146,2146,2146,2146,2147,NP_461157.1,hypothetical protein,STM2213,yeiU,2312524,2313243,+,NC_003197.2,0,0,0,0
2147,2147,2147,2147,2147,2147,2148,NP_461158.1,bifunctional murein DD-endopeptidase/murein LD-carboxypeptidase,STM2214,spr,2313657,2314229,+,NC_003197.2,0,0,0,0
2148,2148,2148,2148,2148,2148,2149,NP_461159.1,phage resistance protein,STM2215,rtn,2314555,2316111,+,NC_003197.2,0,0,0,0
2149,2149,2149,2149,2149,2149,2150,NP_461160.1,ABC transporter substrate-binding protein,STM2216,yejA,2316218,2318023,+,NC_003197.2,0,0,0,0
2150,2150,2150,2150,2150,2150,2151,NP_461161.1,microcin C ABC transporter permease YejB,STM2217,yejB,2318033,2319127,+,NC_003197.2,0,0,0,0
2151,2151,2151,2151,2151,2151,2152,NP_461162.1,microcin ABC transporter permease,STM2218,yejE,2319127,2320152,+,NC_003197.2,0,0,0,0
2152,2152,2152,2152,2152,2152,2153,NP_461163.1,microcin C ABC transporter ATP-binding protein YejF,STM2219,yejF,2320154,2321743,+,NC_003197.2,0,0,0,0
2153,2153,2153,2153,2153,2153,2154,NP_461164.1,hypothetical protein,STM2220,yejG,2321747,2322091,-,NC_003197.2,0,1,0,0
2154,2154,2154,2154,2154,2154,2155,NP_461165.1,Bcr/CflA family drug resistance efflux transporter,STM2221,bcr,2322482,2323672,-,NC_003197.2,0,0,0,0
2155,2155,2155,2155,2155,2155,2156,NP_461166.1,16S rRNA pseudouridine(516) synthase,STM2222,rsuA,2323700,2324395,-,NC_003197.2,0,0,0,0
2156,2156,2156,2156,2156,2156,2157,NP_461167.1,putative ATP-dependent helicase,STM2223,yejH,2324547,2326307,+,NC_003197.2,0,0,0,0
2157,2157,2157,2157,2157,2157,2158,NP_461168.1,50S ribosomal protein L25,STM2224,rplY,2326432,2326716,+,NC_003197.2,0,0,0,0
2158,2158,2158,2158,2158,2158,2159,NP_461169.1,hypothetical protein,STM2225,,2326825,2327445,-,NC_003197.2,0,0,0,0
2159,2159,2159,2159,2159,2159,2160,NP_461170.1,nucleoid-associated protein YejK,STM2226,yejK,2327473,2328480,-,NC_003197.2,0,0,0,0
2160,2160,2160,2160,2160,2160,2161,NP_461171.1,hypothetical protein,STM2227,yejL,2328660,2328887,+,NC_003197.2,0,1,1,0
2161,2161,2161,2161,2161,2161,2162,NP_461172.1,hypothetical protein,STM2228,yejM,2328919,2330679,+,NC_003197.2,0,0,0,0
2162,2162,2162,2162,2162,2162,2163,NP_461173.3,putative peptidase,STM2230,,2330960,2331463,-,NC_003197.2,0,1,1,0
2163,2163,2163,2163,2163,2163,2164,NP_461174.1,ssrB-regulated factor,STM2231,,2331491,2331781,+,NC_003197.2,0,0,0,0
2164,2164,2164,2164,2164,2164,2165,NP_461175.1,acyltransferase,STM2232,oafA,2332129,2333958,+,NC_003197.2,0,0,0,0
2165,2165,2165,2165,2165,2165,2166,NP_461176.1,phage tail protein,STM2233,,2334012,2334455,-,NC_003197.2,0,0,0,0
2166,2166,2166,2166,2166,2166,2167,NP_461177.1,phage tail protein,STM2234,,2334833,2335360,-,NC_003197.2,0,0,0,0
2167,2167,2167,2167,2167,2167,2168,NP_461178.1,hypothetical protein,STM2235,,2335363,2336604,-,NC_003197.2,0,0,0,0
2168,2168,2168,2168,2168,2168,2169,NP_461179.1,peptidase,STM2236,,2336665,2337183,-,NC_003197.2,0,1,0,0
2169,2169,2169,2169,2169,2169,2170,NP_461180.1,lambda family phage holin,STM2237,,2337197,2337526,-,NC_003197.2,0,0,0,0
2170,2170,2170,2170,2170,2170,2171,NP_461181.1,NTPase,STM2238,,2337823,2339154,+,NC_003197.2,0,0,0,0
2171,2171,2171,2171,2171,2171,2172,NP_461182.1,hypothetical protein,STM2239,,2339183,2339551,-,NC_003197.2,0,0,0,0
2172,2172,2172,2172,2172,2172,2173,NP_461183.1,hypothetical protein,STM2240,,2339566,2340555,-,NC_003197.2,0,0,0,0
2173,2173,2173,2173,2173,2173,2174,NP_461184.1,E3 ubiquitin--protein ligase,STM2241,sspH2,2340884,2343250,-,NC_003197.2,1,1,1,1
2174,2174,2174,2174,2174,2174,2175,NP_461185.1,putative tail fiber protein of phage,STM2242,,2343419,2343622,-,NC_003197.2,0,0,0,0
2175,2175,2175,2175,2175,2175,2176,NP_461186.1,phage tail protein,STM2243,,2343919,2344710,-,NC_003197.2,0,0,0,0
2176,2176,2176,2176,2176,2176,2177,NP_461187.1,virulence protein MsgA,STM2244,,2345013,2345216,+,NC_003197.2,0,0,0,0
2177,2177,2177,2177,2177,2177,2178,NP_461188.1,putative outer membrane protein,STM2245,,2345408,2345971,-,NC_003197.2,0,0,0,0
2178,2178,2178,2178,2178,2178,2179,NP_461189.1,DNA-binding response regulator,STM2246,narP,2346701,2347348,+,NC_003197.2,0,0,0,0
2179,2179,2179,2179,2179,2179,2180,NP_461190.1,cytochrome c biogenesis protein CcmH,STM2247,ccmH,2347392,2348435,-,NC_003197.2,0,0,0,0
2180,2180,2180,2180,2180,2180,2181,NP_461191.1,thiol:disulfide interchange protein,STM2248,ccmG,2348432,2348989,-,NC_003197.2,0,0,0,0
2181,2181,2181,2181,2181,2181,2182,NP_461192.1,c-type cytochrome biogenesis protein CcmF,STM2249,ccmF,2348986,2350917,-,NC_003197.2,0,0,0,0
2182,2182,2182,2182,2182,2182,2183,NP_461193.1,cytochrome c biogenesis protein CcmE,STM2250,ccmE,2350914,2351393,-,NC_003197.2,0,0,0,0
2183,2183,2183,2183,2183,2183,2184,NP_461194.1,heme exporter CcmD,STM2251,ccmD,2351390,2351602,-,NC_003197.2,0,0,0,0
2184,2184,2184,2184,2184,2184,2185,NP_461195.1,heme ABC transporter permease,STM2252,ccmC,2351599,2352336,-,NC_003197.2,0,0,0,0
2185,2185,2185,2185,2185,2185,2186,NP_461196.1,heme exporter CcmB,STM2253,ccmB,2352388,2353047,-,NC_003197.2,0,0,0,0
2186,2186,2186,2186,2186,2186,2187,NP_461197.1,heme ABC transporter ATP-binding protein CcmA,STM2254,ccmA,2353044,2353661,-,NC_003197.2,0,0,0,0
2187,2187,2187,2187,2187,2187,2188,NP_461198.1,cytochrome c-type protein NapC,STM2255,napC,2353682,2354284,-,NC_003197.2,0,0,0,0
2188,2188,2188,2188,2188,2188,2189,NP_461199.1,nitrate reductase,STM2256,napB,2354294,2354743,-,NC_003197.2,0,0,0,0
2189,2189,2189,2189,2189,2189,2190,NP_461200.1,quinol dehydrogenase ferredoxin subunit NapH,STM2257,napH,2354859,2355728,-,NC_003197.2,0,0,0,0
2190,2190,2190,2190,2190,2190,2191,NP_461201.1,ferredoxin-type protein NapG,STM2258,napG,2355715,2356410,-,NC_003197.2,0,0,0,0
2191,2191,2191,2191,2191,2191,2192,NP_461202.1,nitrate reductase catalytic subunit,STM2259,napA,2356417,2358903,-,NC_003197.2,0,0,0,0
2192,2192,2192,2192,2192,2192,2193,NP_461203.1,nitrate reductase,STM2260,napD,2358900,2359163,-,NC_003197.2,0,0,0,0
2193,2193,2193,2193,2193,2193,2194,NP_461204.1,ferredoxin-type protein NapF,STM2261,napF,2359153,2359644,-,NC_003197.2,0,0,0,0
2194,2194,2194,2194,2194,2194,2195,NP_461205.1,ecotin,STM2262,eco,2360058,2360552,+,NC_003197.2,0,0,0,0
2195,2195,2195,2195,2195,2195,2196,NP_461206.1,multidrug ABC transporter permease/ATP-binding protein,STM2263,yojI,2360761,2362404,-,NC_003197.2,0,0,0,0
2196,2196,2196,2196,2196,2196,2197,NP_461207.1,alpha-ketoglutarate-dependent dioxygenase AlkB,STM2264,alkB,2362480,2363130,-,NC_003197.2,0,0,0,0
2197,2197,2197,2197,2197,2197,2198,NP_461208.1,bifunctional transcriptional regulator/O6-methylguanine-DNA methyltransferase,STM2265,ada,2363133,2364194,-,NC_003197.2,0,0,0,0
2198,2198,2198,2198,2198,2198,2199,NP_461209.1,FAD:protein FMN transferase ApbE,STM2266,apbE,2364275,2365327,-,NC_003197.2,0,0,0,0
2199,2199,2199,2199,2199,2199,2200,NP_461210.1,porin OmpC,STM2267,ompC,2365442,2366578,-,NC_003197.2,0,0,0,0
2200,2200,2200,2200,2200,2200,2201,NP_461211.1,phosphotransferase RcsD,STM2269,yojN,2367307,2369976,+,NC_003197.2,0,0,0,0
2201,2201,2201,2201,2201,2201,2202,NP_461212.1,DNA-binding response regulator,STM2270,rcsB,2369993,2370643,+,NC_003197.2,0,0,0,0
2202,2202,2202,2202,2202,2202,2203,NP_461213.1,two-component system sensor histidine kinase/response regulator,STM2271,rcsC,2370746,2373592,-,NC_003197.2,0,0,0,0
2203,2203,2203,2203,2203,2203,2204,NP_461214.1,DNA gyrase subunit A,STM2272,gyrA,2373710,2376346,-,NC_003197.2,0,0,0,0
2204,2204,2204,2204,2204,2204,2205,NP_461215.1,MR-MLE family protein,STM2273,,2376756,2377958,-,NC_003197.2,0,0,0,0
2205,2205,2205,2205,2205,2205,2206,NP_461216.1,MFS transporter,STM2274,,2377973,2379298,-,NC_003197.2,0,0,0,0
2206,2206,2206,2206,2206,2206,2207,NP_461217.3,putative gntR family regulatory protein,STM2275,,2379348,2380232,+,NC_003197.2,0,0,0,0
2207,2207,2207,2207,2207,2207,2208,NP_461218.1,2-octaprenyl-6-hydroxy phenol methylase,STM2276,ubiG,2380315,2381043,+,NC_003197.2,0,0,0,0
2208,2208,2208,2208,2208,2208,2209,NP_461219.1,ribonucleoside-diphosphate reductase subunit alpha,STM2277,nrdA,2381399,2383684,+,NC_003197.2,0,0,0,0
2209,2209,2209,2209,2209,2209,2210,NP_461220.1,ribonucleotide-diphosphate reductase subunit beta,STM2278,nrdB,2383797,2384927,+,NC_003197.2,0,0,0,0
2210,2210,2210,2210,2210,2210,2211,NP_461221.1,2Fe-2S ferredoxin,STM2279,yfaE,2384927,2385181,+,NC_003197.2,0,0,0,0
2211,2211,2211,2211,2211,2211,2212,NP_461222.1,MFS transporter,STM2280,,2385183,2386373,-,NC_003197.2,0,0,0,0
2212,2212,2212,2212,2212,2212,2213,NP_461223.1,transcriptional regulator,STM2281,,2386535,2387413,+,NC_003197.2,0,0,0,0
2213,2213,2213,2213,2213,2213,2214,NP_461224.1,glycerophosphodiester phosphodiesterase,STM2282,glpQ,2387529,2388599,-,NC_003197.2,0,0,0,0
2214,2214,2214,2214,2214,2214,2215,NP_461225.1,glycerol-3-phosphate transporter,STM2283,glpT,2388604,2389962,-,NC_003197.2,0,0,0,0
2215,2215,2215,2215,2215,2215,2216,NP_461226.1,sn-glycerol-3-phosphate dehydrogenase subunit A,STM2284,glpA,2390235,2391863,+,NC_003197.2,0,0,0,0
2216,2216,2216,2216,2216,2216,2217,NP_461227.1,anaerobic glycerol-3-phosphate dehydrogenase subunit B,STM2285,glpB,2391853,2393112,+,NC_003197.2,0,0,0,0
2217,2217,2217,2217,2217,2217,2218,NP_461228.1,sn-glycerol-3-phosphate dehydrogenase subunit C,STM2286,glpC,2393109,2394299,+,NC_003197.2,0,0,0,0
2218,2218,2218,2218,2218,2218,2219,NP_461229.3,putative cytoplasmic protein,STM2287,,2394794,2395747,+,NC_003197.2,0,0,0,1
2219,2219,2219,2219,2219,2219,2220,NP_461230.1,putative cytoplasmic protein,STM2288,,2395857,2396033,-,NC_003197.2,0,0,0,0
2220,2220,2220,2220,2220,2220,2221,NP_461231.1,2-keto-3-deoxy-L-rhamnonate aldolase,STM2289,,2396039,2396842,-,NC_003197.2,0,0,0,0
2221,2221,2221,2221,2221,2221,2222,NP_461232.1,MFS transporter,STM2290,yfaV,2396868,2398157,-,NC_003197.2,0,0,0,0
2222,2222,2222,2222,2222,2222,2223,NP_461233.1,putative galactonate dehydratase,STM2291,yfaW,2398213,2399430,-,NC_003197.2,0,0,0,0
2223,2223,2223,2223,2223,2223,2224,NP_461234.1,IclR family transcriptional regulator,STM2292,yfaX,2399432,2400214,-,NC_003197.2,0,0,0,0
2224,2224,2224,2224,2224,2224,2225,NP_461235.1,competence/damage-inducible protein A,STM2293,,2400464,2401660,-,NC_003197.2,0,0,0,0
2225,2225,2225,2225,2225,2225,2226,NP_461236.1,putative inner membrane protein,STM2294,yfaZ,2401775,2402422,-,NC_003197.2,0,0,0,0
2226,2226,2226,2226,2226,2226,2227,NP_461237.1,nucleoside triphosphatase,STM2295,yfaO,2402596,2403021,+,NC_003197.2,0,0,0,0
2227,2227,2227,2227,2227,2227,2228,NP_461238.1,histidine phosphatase family protein,STM2296,ais,2403066,2403671,-,NC_003197.2,0,0,0,0
2228,2228,2228,2228,2228,2228,2229,NP_461239.3,putative DegT/DnrJ/EryC1/StrS family,STM2297,yfbE,2403952,2405109,+,NC_003197.2,0,0,0,0
2229,2229,2229,2229,2229,2229,2230,NP_461240.1,undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,STM2298,pmrF,2405112,2406095,+,NC_003197.2,0,0,0,0
2230,2230,2230,2230,2230,2230,2231,NP_461241.1,bifunctional UDP-glucuronic acid oxidase/UDP-4-amino-4-deoxy-L-arabinose formyltransferase,STM2299,yfbG,2406092,2408074,+,NC_003197.2,0,0,0,0
2231,2231,2231,2231,2231,2231,2232,NP_461242.1,4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase,STM2300,,2408071,2408970,+,NC_003197.2,0,0,0,0
2232,2232,2232,2232,2232,2232,2233,NP_461243.1,4-amino-4-deoxy-L-arabinose lipid A transferase,STM2301,pqaB,2408967,2410613,+,NC_003197.2,0,0,0,0
2233,2233,2233,2233,2233,2233,2234,NP_461244.1,4-amino-4-deoxy-L-arabinose-phospho-UDP flippase,STM2302,,2410610,2410945,+,NC_003197.2,0,0,0,0
2234,2234,2234,2234,2234,2234,2235,NP_461245.1,4-amino-4-deoxy-L-arabinose-phospho-UDP flippase,STM2303,,2410945,2411322,+,NC_003197.2,0,0,0,0
2235,2235,2235,2235,2235,2235,2236,NP_461246.1,signal transduction protein PmrD,STM2304,pmrD,2411317,2411574,-,NC_003197.2,0,0,0,0
2236,2236,2236,2236,2236,2236,2237,NP_461247.1,o-succinylbenzoate--CoA ligase,STM2305,menE,2411672,2413039,-,NC_003197.2,0,0,0,0
2237,2237,2237,2237,2237,2237,2238,NP_461248.1,o-succinylbenzoate synthase,STM2306,menC,2413036,2413998,-,NC_003197.2,0,0,0,0
2238,2238,2238,2238,2238,2238,2239,NP_461249.1,"1,4-dihydroxy-2-naphthoyl-CoA synthase",STM2307,menB,2413998,2414855,-,NC_003197.2,0,0,0,0
2239,2239,2239,2239,2239,2239,2240,NP_461250.1,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",STM2308,yfbB,2414870,2415628,-,NC_003197.2,0,0,0,0
2240,2240,2240,2240,2240,2240,2241,NP_461251.1,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase,STM2309,menD,2415625,2417295,-,NC_003197.2,0,0,0,0
2241,2241,2241,2241,2241,2241,2242,NP_461252.1,isochorismate synthase MenF,STM2310,menF,2417381,2418676,-,NC_003197.2,0,0,0,0
2242,2242,2242,2242,2242,2242,2243,NP_461253.3,putative inner membrane protein,STM2311,elaB,2418777,2419088,-,NC_003197.2,0,0,0,0
2243,2243,2243,2243,2243,2243,2244,NP_461254.1,GNAT family N-acetyltransferase,STM2312,elaA,2419137,2419598,-,NC_003197.2,0,0,0,0
2244,2244,2244,2244,2244,2244,2245,NP_461255.1,ribonuclease Z,STM2313,elaC,2419659,2420576,+,NC_003197.2,0,0,0,0
2245,2245,2245,2245,2245,2245,2246,NP_461256.1,chemotaxis protein CheV,STM2314,,2420642,2421643,+,NC_003197.2,0,0,0,0
2246,2246,2246,2246,2246,2246,2247,NP_461257.1,hypothetical protein,STM2315,yfbK,2421684,2423465,-,NC_003197.2,0,0,0,0
2247,2247,2247,2247,2247,2247,2248,NP_461258.3,NADH dehydrogenase I chain N,STM2316,nuoN,2424353,2425630,-,NC_003197.2,0,0,0,0
2248,2248,2248,2248,2248,2248,2249,NP_461259.1,NADH-quinone oxidoreductase subunit M,STM2317,nuoM,2425817,2427346,-,NC_003197.2,0,0,0,0
2249,2249,2249,2249,2249,2249,2250,NP_461260.1,NADH-quinone oxidoreductase subunit L,STM2318,nuoL,2427660,2429501,-,NC_003197.2,0,0,0,0
2250,2250,2250,2250,2250,2250,2251,NP_461261.1,NADH-quinone oxidoreductase subunit K,STM2319,nuoK,2429498,2429800,-,NC_003197.2,0,0,0,0
2251,2251,2251,2251,2251,2251,2252,NP_461262.1,NADH:ubiquinone oxidoreductase subunit J,STM2320,nuoJ,2429797,2430351,-,NC_003197.2,0,0,0,0
2252,2252,2252,2252,2252,2252,2253,NP_461263.1,NADH-quinone oxidoreductase subunit I,STM2321,nuoI,2430362,2430904,-,NC_003197.2,0,0,0,0
2253,2253,2253,2253,2253,2253,2254,NP_461264.1,NADH-quinone oxidoreductase subunit H,STM2322,nuoH,2430919,2431896,-,NC_003197.2,0,0,0,0
2254,2254,2254,2254,2254,2254,2255,NP_461265.3,NADH dehydrogenase I chain G,STM2323,nuoG,2431893,2434625,-,NC_003197.2,0,0,0,0
2255,2255,2255,2255,2255,2255,2256,NP_461266.1,NADH-quinone oxidoreductase subunit F,STM2324,nuoF,2434650,2435987,-,NC_003197.2,0,0,0,0
2256,2256,2256,2256,2256,2256,2257,NP_461267.1,NADH-quinone oxidoreductase subunit E,STM2325,nuoE,2435984,2436484,-,NC_003197.2,0,0,0,0
2257,2257,2257,2257,2257,2257,2258,NP_461268.1,NADH-quinone oxidoreductase subunit C/D,STM2326,nuoC,2436487,2438289,-,NC_003197.2,0,0,0,0
2258,2258,2258,2258,2258,2258,2259,NP_461269.1,NADH dehydrogenase,STM2327,nuoB,2438376,2439038,-,NC_003197.2,0,0,0,0
2259,2259,2259,2259,2259,2259,2260,NP_461270.1,NADH-quinone oxidoreductase subunit A,STM2328,nuoA,2439054,2439497,-,NC_003197.2,0,0,0,0
2260,2260,2260,2260,2260,2260,2261,NP_461271.1,hypothetical protein,STM2329,,2439892,2440044,-,NC_003197.2,0,0,0,0
2261,2261,2261,2261,2261,2261,2262,NP_461272.1,transcriptional regulator LrhA,STM2330,lrhA,2440124,2441062,-,NC_003197.2,0,0,0,0
2262,2262,2262,2262,2262,2262,2263,NP_461273.1,aminotransferase,STM2331,yfbQ,2441994,2443208,+,NC_003197.2,0,0,0,0
2263,2263,2263,2263,2263,2263,2264,NP_461274.1,5'-deoxynucleotidase,STM2332,,2443302,2443901,+,NC_003197.2,0,0,0,0
2264,2264,2264,2264,2264,2264,2265,NP_461275.1,SLC13 family permease,STM2333,yfbS,2443993,2445819,-,NC_003197.2,0,0,0,0
2265,2265,2265,2265,2265,2265,2266,NP_461276.3,putative phosphatase,STM2334,yfbT,2445896,2446573,-,NC_003197.2,0,0,0,0
2266,2266,2266,2266,2266,2266,2267,NP_461277.1,hypothetical protein,STM2335,yfbU,2446566,2447060,-,NC_003197.2,0,0,0,0
2267,2267,2267,2267,2267,2267,2268,NP_461278.1,hypothetical protein,STM2336,,2447143,2447598,-,NC_003197.2,0,0,0,0
2268,2268,2268,2268,2268,2268,2269,NP_461279.1,acetate kinase,STM2337,ackA,2447938,2449140,+,NC_003197.2,0,0,0,0
2269,2269,2269,2269,2269,2269,2270,NP_461280.1,phosphate acetyltransferase,STM2338,pta,2449217,2451361,+,NC_003197.2,0,0,0,0
2270,2270,2270,2270,2270,2270,2271,NP_461281.1,hypothetical protein,STM2339,yfcC,2451579,2453099,+,NC_003197.2,0,0,0,0
2271,2271,2271,2271,2271,2271,2272,NP_461282.1,putative transketolase,STM2340,,2453148,2454101,-,NC_003197.2,0,0,0,0
2272,2272,2272,2272,2272,2272,2273,NP_461283.1,putative transketolase,STM2341,,2454094,2454924,-,NC_003197.2,0,0,0,0
2273,2273,2273,2273,2273,2273,2274,NP_461284.3,PTS ascorbate transporter subunit IIC,STM2342,,2454921,2456312,-,NC_003197.2,0,0,0,0
2274,2274,2274,2274,2274,2274,2275,NP_461285.1,PTS mannitol transporter subunit IIB,STM2343,,2456333,2456605,-,NC_003197.2,0,0,0,0
2275,2275,2275,2275,2275,2275,2276,NP_461286.1,PTS ascorbate transporter subunit IIA,STM2344,,2456686,2457129,-,NC_003197.2,0,0,0,0
2276,2276,2276,2276,2276,2276,2277,NP_461287.1,LacI family transcriptional regulator,STM2345,,2457382,2458401,+,NC_003197.2,0,0,0,0
2277,2277,2277,2277,2277,2277,2278,NP_461288.1,NUDIX hydrolase,STM2346,,2458407,2458961,-,NC_003197.2,0,0,0,0
2278,2278,2278,2278,2278,2278,2279,NP_461289.1,YfcE family phosphodiesterase,STM2347,yfcE,2459018,2459569,-,NC_003197.2,0,0,0,0
2279,2279,2279,2279,2279,2279,2280,NP_461290.1,glutathione S-transferase,STM2348,yfcF,2459625,2460269,-,NC_003197.2,0,0,0,0
2280,2280,2280,2280,2280,2280,2281,NP_461291.1,thiol:disulfide oxidoreductase,STM2349,yfcG,2460412,2461059,+,NC_003197.2,0,0,0,0
2281,2281,2281,2281,2281,2281,2282,NP_461292.1,TIGR01777 family protein,STM2350,yfcH,2461185,2462078,+,NC_003197.2,0,0,0,0
