id,protein_id,annotation,locus_tag,gene,start,end,strand,accession,Exp.,DeepSecE,DeepSecE(0.6)
2871,NP_251562.1,hypothetical protein,PA2872,,3224614,3225384,-,NC_002516.2,0,0,0
2872,NP_251563.1,protein-glutamine gamma-glutamyltransferase,PA2873,,3225381,3227387,-,NC_002516.2,0,0,0
2873,NP_251564.1,hypothetical protein,PA2874,,3227384,3228337,-,NC_002516.2,0,0,0
2874,NP_251565.1,hypothetical protein,PA2875,,3228337,3229254,-,NC_002516.2,0,0,0
2875,NP_251566.1,orotidine 5'-phosphate decarboxylase,PA2876,pyrF,3229484,3230182,-,NC_002516.2,0,0,0
2876,NP_251567.1,transcriptional regulator,PA2877,,3230279,3231172,-,NC_002516.2,0,0,0
2877,NP_251568.1,hypothetical protein,PA2878,,3231218,3231859,+,NC_002516.2,0,0,0
2878,NP_251569.1,transcriptional regulator,PA2879,,3231882,3232772,-,NC_002516.2,0,0,0
2879,NP_251570.1,hypothetical protein,PA2880,,3232819,3233334,+,NC_002516.2,0,0,0
2880,NP_251571.1,two-component response regulator,PA2881,,3233343,3234254,-,NC_002516.2,0,0,0
2881,NP_251572.1,two-component sensor,PA2882,,3234256,3235371,-,NC_002516.2,0,0,0
2882,NP_251573.1,hypothetical protein,PA2883,,3235794,3235961,+,NC_002516.2,0,0,0
2883,NP_251574.1,hypothetical protein,PA2884,,3236194,3236958,+,NC_002516.2,0,0,0
2884,NP_251575.1,atu genes repressor,PA2885,atuR,3236959,3237555,-,NC_002516.2,0,0,0
2885,NP_251576.1,hypothetical protein,PA2886,atuA,3237836,3239638,+,NC_002516.2,0,0,0
2886,NP_251577.1,citronellol catabolism dehydrogenase,PA2887,atuB,3239711,3240589,+,NC_002516.2,0,0,0
2887,NP_251578.1,geranyl-CoA carboxylase subunit beta,PA2888,atuC,3240591,3242207,+,NC_002516.2,0,0,0
2888,NP_251579.1,citronellyl-CoA dehydrogenase,PA2889,atuD,3242324,3243484,+,NC_002516.2,0,0,0
2889,NP_251580.1,isohexenylglutaconyl-CoA hydratase,PA2890,atuE,3243505,3244299,+,NC_002516.2,0,0,0
2890,NP_251581.1,geranyl-CoA carboxylase subunit alpha,PA2891,atuF,3244345,3246330,+,NC_002516.2,0,0,0
2891,NP_251582.1,short-chain dehydrogenase,PA2892,atuG,3246382,3247206,+,NC_002516.2,0,0,0
2892,NP_251583.1,long-chain-acyl-CoA synthetase,PA2893,atuH,3247369,3249195,+,NC_002516.2,0,0,0
2893,NP_251584.1,hypothetical protein,PA2894,,3249209,3249631,-,NC_002516.2,0,0,0
2894,NP_251585.1,hypothetical protein,PA2895,,3249977,3250741,-,NC_002516.2,0,0,0
2895,NP_251586.1,RNA polymerase sigma factor,PA2896,,3250738,3251322,-,NC_002516.2,0,0,0
2896,NP_251587.1,transcriptional regulator,PA2897,,3251651,3253090,-,NC_002516.2,0,0,0
2897,NP_251588.1,hypothetical protein,PA2898,,3253312,3253680,-,NC_002516.2,0,0,0
2898,NP_251589.1,transcriptional regulator,PA2899,,3253766,3254404,-,NC_002516.2,0,0,0
2899,NP_251590.1,hypothetical protein,PA2900,,3254598,3255407,-,NC_002516.2,0,0,0
2900,NP_251591.1,hypothetical protein,PA2901,,3255407,3255766,-,NC_002516.2,0,0,0
2901,NP_251592.1,hypothetical protein,PA2902,,3255763,3256611,-,NC_002516.2,0,0,0
2902,NP_251593.1,precorrin-3 methylase CobJ,PA2903,cobJ,3256681,3258360,-,NC_002516.2,0,0,0
2903,NP_251594.1,precorrin-2 C(20)-methyltransferase,PA2904,cobI,3258353,3259105,-,NC_002516.2,0,0,0
2904,NP_251595.1,precorrin-8X methylmutase,PA2905,cobH,3259102,3259728,-,NC_002516.2,0,0,0
2905,NP_251596.1,oxidoreductase,PA2906,,3259725,3261185,-,NC_002516.2,0,0,0
2906,NP_251597.1,precorrin-6y-dependent methyltransferase CobL,PA2907,cobL,3261522,3262769,+,NC_002516.2,0,0,0
2907,NP_251598.1,cobalt-precorrin-5B C(1)-methyltransferase,PA2908,cbiD,3262762,3263862,+,NC_002516.2,0,0,0
2908,NP_251599.1,cobalt-precorrin-6x reductase,PA2909,,3263859,3264587,+,NC_002516.2,0,0,0
2909,NP_251600.1,manganese efflux pump MntP,PA2910,,3264642,3265211,-,NC_002516.2,0,0,0
2910,NP_251601.1,TonB-dependent receptor,PA2911,,3265848,3268004,+,NC_002516.2,0,0,0
2911,NP_251602.1,ABC transporter ATP-binding protein,PA2912,,3268057,3268830,+,NC_002516.2,0,0,0
2912,NP_251603.1,hypothetical protein,PA2913,,3268827,3269798,+,NC_002516.2,0,0,0
2913,NP_251604.1,ABC transporter permease,PA2914,,3269795,3270826,+,NC_002516.2,0,0,0
2914,NP_251605.1,hypothetical protein,PA2915,,3270827,3271693,-,NC_002516.2,0,0,0
2915,NP_251606.1,hypothetical protein,PA2916,,3271813,3272406,-,NC_002516.2,0,0,0
2916,NP_251607.1,transcriptional regulator,PA2917,,3272457,3273293,-,NC_002516.2,0,0,0
2917,NP_251608.1,short-chain dehydrogenase,PA2918,,3273504,3274277,+,NC_002516.2,0,0,0
2918,NP_251609.1,hypothetical protein,PA2919,,3274328,3274585,+,NC_002516.2,0,0,0
2919,NP_251610.1,chemotaxis transducer,PA2920,,3274597,3276234,-,NC_002516.2,0,0,0
2920,NP_251611.1,transcriptional regulator,PA2921,,3276319,3277308,-,NC_002516.2,0,0,0
2921,NP_251612.1,hydrolase,PA2922,,3277409,3278578,+,NC_002516.2,0,0,0
2922,NP_251613.1,histidine ABC transporter substrate-binding protein HisJ,PA2923,hisJ,3278638,3279423,+,NC_002516.2,0,0,0
2923,NP_251614.1,histidine ABC transporter permease HisQ,PA2924,hisQ,3279479,3280168,+,NC_002516.2,0,0,0
2924,NP_251615.1,histidine ABC transporter permease HisM,PA2925,hisM,3280165,3280878,+,NC_002516.2,0,0,0
2925,NP_251616.1,histidine ABC transporter ATP-binding protein HisP,PA2926,hisP,3280899,3281666,+,NC_002516.2,0,0,0
2926,NP_251617.1,hypothetical protein,PA2927,,3281988,3283319,+,NC_002516.2,0,1,1
2927,NP_251618.1,hypothetical protein,PA2928,,3283375,3284598,-,NC_002516.2,0,0,0
2928,NP_251619.1,hypothetical protein,PA2929,,3285007,3285621,-,NC_002516.2,0,0,0
2929,NP_251620.1,transcriptional regulator,PA2930,,3285687,3286613,+,NC_002516.2,0,0,0
2930,NP_251621.1,CifR protein,PA2931,cifR,3286624,3287214,-,NC_002516.2,0,0,0
2931,NP_251622.1,morphinone reductase,PA2932,morB,3287340,3288449,+,NC_002516.2,0,0,0
2932,NP_251623.1,major facilitator superfamily transporter,PA2933,,3288515,3289693,+,NC_002516.2,0,0,0
2933,NP_251624.1,CFTR inhibitory factor,PA2934,cif,3289715,3290674,+,NC_002516.2,0,0,0
2934,NP_251625.1,hypothetical protein,PA2935,,3290694,3291173,-,NC_002516.2,0,0,0
2935,NP_251626.1,hypothetical protein,PA2936,,3291283,3291864,+,NC_002516.2,0,0,0
2936,NP_251627.1,hypothetical protein,PA2937,,3291960,3292268,+,NC_002516.2,0,0,0
2937,NP_251628.1,transporter,PA2938,,3292324,3293781,-,NC_002516.2,0,0,0
2938,NP_251629.1,aminopeptidase,PA2939,,3294282,3295892,+,NC_002516.2,0,0,0
2939,NP_251630.1,acyl-CoA thiolase,PA2940,,3295979,3297118,-,NC_002516.2,0,0,0
2940,NP_251631.1,hypothetical protein,PA2941,,3297240,3297884,-,NC_002516.2,0,0,0
2941,NP_251632.1,magnesium chelatase,PA2942,,3297905,3298921,-,NC_002516.2,0,0,0
2942,NP_251633.1,phospho-2-dehydro-3-deoxyheptonate aldolase,PA2943,,3299492,3300586,+,NC_002516.2,0,0,0
2943,NP_251634.1,cobaltochelatase subunit CobN,PA2944,cobN,3300615,3304361,-,NC_002516.2,0,0,0
2944,NP_251635.1,cobalamin biosynthesis protein CobW,PA2945,,3304437,3305564,-,NC_002516.2,0,0,0
2945,NP_251636.2,hypothetical protein,PA2946,,3306312,3307013,+,NC_002516.2,0,0,0
2946,NP_251637.1,hypothetical protein,PA2947,,3307085,3307513,+,NC_002516.2,0,0,0
2947,NP_251638.1,precorrin-4 C(11)-methyltransferase,PA2948,cobM,3307510,3308262,+,NC_002516.2,0,0,0
2948,NP_251639.1,lipase,PA2949,,3308391,3309338,+,NC_002516.2,0,0,0
2949,NP_251640.1,reductase,PA2950,,3309411,3310607,-,NC_002516.2,0,0,0
2950,NP_251641.1,electron transfer flavoprotein subunit alpha,PA2951,etfA,3310792,3311721,-,NC_002516.2,0,0,0
2951,NP_251642.1,electron transfer flavoprotein subunit beta,PA2952,etfB,3311721,3312470,-,NC_002516.2,0,0,0
2952,NP_251643.1,electron transfer flavoprotein-ubiquinone oxidoreductase,PA2953,,3312791,3314446,+,NC_002516.2,0,0,0
2953,NP_251644.1,hypothetical protein,PA2954,,3314495,3315064,-,NC_002516.2,0,0,0
2954,NP_251645.1,hypothetical protein,PA2955,,3315057,3315689,-,NC_002516.2,0,0,0
2955,NP_251646.1,hypothetical protein,PA2956,,3315754,3316650,-,NC_002516.2,0,0,0
2956,NP_251647.1,transcriptional regulator,PA2957,,3316800,3317438,-,NC_002516.2,0,0,0
2957,NP_251648.1,hypothetical protein,PA2958,,3317524,3318657,+,NC_002516.2,0,0,0
2958,NP_251649.1,hypothetical protein,PA2959,,3318883,3319659,-,NC_002516.2,0,0,0
2959,NP_251650.1,type 4 fimbrial biogenesis protein PilZ,PA2960,pilZ,3319674,3320030,-,NC_002516.2,0,0,0
2960,NP_251651.1,DNA polymerase III subunit delta',PA2961,holB,3320064,3321050,-,NC_002516.2,0,0,0
2961,NP_251652.1,thymidylate kinase,PA2962,tmk,3321043,3321675,-,NC_002516.2,0,0,0
2962,NP_251653.1,hypothetical protein,PA2963,,3321704,3322753,-,NC_002516.2,0,0,0
2963,NP_251654.1,4-amino-4-deoxychorismate lyase,PA2964,pabC,3322759,3323574,-,NC_002516.2,0,0,0
2964,NP_251655.1,3-oxoacyl-ACP synthase,PA2965,fabF1,3323574,3324818,-,NC_002516.2,0,0,0
2965,NP_251656.1,acyl carrier protein,PA2966,acpP,3324947,3325183,-,NC_002516.2,0,0,0
2966,NP_251657.1,3-oxoacyl-[acyl-carrier-protein,PA2967,fabG,3325379,3326122,-,NC_002516.2,0,0,0
2967,NP_251658.1,malonyl CoA-ACP transacylase,PA2968,fabD,3326145,3327083,-,NC_002516.2,0,0,0
2968,NP_251659.1,phosphate acyltransferase,PA2969,plsX,3327189,3328169,-,NC_002516.2,0,0,0
2969,NP_251660.1,50S ribosomal protein L32,PA2970,rpmF,3328203,3328385,-,NC_002516.2,0,0,0
2970,NP_251661.1,hypothetical protein,PA2971,,3328399,3328935,-,NC_002516.2,0,0,0
2971,NP_251662.1,hypothetical protein,PA2972,,3329045,3329623,+,NC_002516.2,0,0,0
2972,NP_251663.1,peptidase,PA2973,,3329690,3330670,-,NC_002516.2,0,0,0
2973,NP_251664.1,hydrolase,PA2974,,3330663,3331355,-,NC_002516.2,0,0,0
2974,NP_251665.1,ribosomal large subunit pseudouridine synthase C,PA2975,rluC,3331348,3332304,-,NC_002516.2,0,0,0
2975,NP_251666.1,ribonuclease E,PA2976,rne,3332881,3336054,+,NC_002516.2,0,0,0
2976,NP_251667.1,UDP-N-acetylenolpyruvoylglucosamine reductase,PA2977,murB,3336212,3337231,-,NC_002516.2,0,0,0
2977,NP_251668.1,phosphotyrosine protein phosphatase,PA2978,ptpA,3337228,3337692,-,NC_002516.2,0,0,0
2978,NP_251669.1,3-deoxy-manno-octulosonate cytidylyltransferase,PA2979,kdsB,3337692,3338456,-,NC_002516.2,0,0,0
2979,NP_251670.1,hypothetical protein,PA2980,,3338456,3338641,-,NC_002516.2,0,0,0
2980,NP_251671.1,tetraacyldisaccharide 4'-kinase,PA2981,lpxK,3338679,3339677,-,NC_002516.2,0,0,0
2981,NP_251672.1,hypothetical protein,PA2982,,3339677,3340117,-,NC_002516.2,0,0,0
2982,NP_251673.1,translocation protein TolQ,PA2983,,3340114,3340749,-,NC_002516.2,0,0,0
2983,NP_251674.1,hypothetical protein,PA2984,,3340822,3343047,-,NC_002516.2,0,0,0
2984,NP_251675.1,hypothetical protein,PA2985,,3343178,3343711,+,NC_002516.2,0,0,0
2985,NP_251676.1,hypothetical protein,PA2986,,3343799,3345100,-,NC_002516.2,0,0,0
2986,NP_251677.1,lipoprotein-releasing system ABC transporter ATP-binding protein,PA2987,,3345113,3345796,-,NC_002516.2,0,0,0
2987,NP_251678.1,hypothetical protein,PA2988,,3345789,3347039,-,NC_002516.2,0,0,0
2988,NP_251679.2,hypothetical protein,PA2989,,3347142,3347741,+,NC_002516.2,0,0,0
2989,NP_251680.1,phosphodiesterase,PA2990,,3348073,3348795,+,NC_002516.2,0,0,0
2990,NP_251681.1,soluble pyridine nucleotide transhydrogenase,PA2991,sth,3348838,3350232,-,NC_002516.2,0,0,0
2991,NP_251682.1,hypothetical protein,PA2992,,3350411,3350638,-,NC_002516.2,0,0,0
2992,NP_251683.1,hypothetical protein,PA2993,,3350635,3351663,-,NC_002516.2,0,0,0
2993,NP_251684.1,Na(+)-translocating NADH-quinone reductase subunit F,PA2994,nqrF,3351656,3352879,-,NC_002516.2,0,0,0
2994,NP_251685.1,Na(+)-translocating NADH-quinone reductase subunit E,PA2995,nqrE,3352890,3353498,-,NC_002516.2,0,0,0
2995,NP_251686.1,Na(+)-translocating NADH-quinone reductase subunit D,PA2996,nqrD,3353498,3354172,-,NC_002516.2,0,0,0
2996,NP_251687.1,Na(+)-translocating NADH-quinone reductase subunit C,PA2997,nqrC,3354169,3354954,-,NC_002516.2,0,0,0
2997,NP_251688.1,Na(+)-translocating NADH-quinone reductase subunit B,PA2998,nqrB,3354947,3356158,-,NC_002516.2,0,0,0
2998,NP_251689.1,Na(+)-translocating NADH-quinone reductase subunit A,PA2999,nqrA,3356162,3357499,-,NC_002516.2,0,0,0
2999,NP_251690.1,aromatic amino acid transporter AroP,PA3000,aroP1,3357758,3359167,-,NC_002516.2,0,0,0
3000,NP_251691.1,glyceraldehyde-3-phosphate dehydrogenase,PA3001,,3359269,3360654,-,NC_002516.2,0,0,0
3001,NP_251692.1,transcription-repair coupling factor,PA3002,mfd,3360875,3364321,+,NC_002516.2,0,0,0
3002,NP_251693.1,hypothetical protein,PA3003,,3364332,3364961,+,NC_002516.2,0,0,0
3003,NP_251694.1,S-methyl-5'-thioinosine phosphorylase,PA3004,,3365007,3365744,-,NC_002516.2,0,0,0
3004,NP_251695.1,beta-hexosaminidase,PA3005,nagZ,3365756,3366754,-,NC_002516.2,0,0,0
3005,NP_251696.1,transcriptional regulator PsrA,PA3006,psrA,3366970,3367671,-,NC_002516.2,0,0,0
3006,NP_251697.1,LexA repressor,PA3007,lexA,3367903,3368517,+,NC_002516.2,0,0,0
3007,NP_251698.1,cell division inhibitor SulA,PA3008,,3368529,3369014,+,NC_002516.2,0,0,0
3008,NP_251699.1,hypothetical protein,PA3009,,3369036,3369269,-,NC_002516.2,0,0,0
3009,NP_251700.1,hypothetical protein,PA3010,,3369475,3369993,-,NC_002516.2,0,0,0
3010,NP_251701.1,DNA topoisomerase I,PA3011,topA,3370100,3372706,-,NC_002516.2,0,0,0
3011,NP_251702.1,hypothetical protein,PA3012,,3372797,3373171,-,NC_002516.2,0,0,0
3012,NP_251703.1,3-ketoacyl-CoA thiolase,PA3013,foaB,3373254,3374429,-,NC_002516.2,0,0,0
3013,NP_251704.1,fatty acid oxidation complex subunit alpha,PA3014,faoA,3374460,3376607,-,NC_002516.2,0,0,0
3014,NP_251705.1,hypothetical protein,PA3015,,3377035,3377853,+,NC_002516.2,0,0,0
3015,NP_251706.1,hypothetical protein,PA3016,,3377870,3378304,-,NC_002516.2,0,0,0
3016,NP_251707.1,hypothetical protein,PA3017,,3378512,3378949,+,NC_002516.2,0,0,0
3017,NP_251708.1,hypothetical protein,PA3018,,3378979,3379665,-,NC_002516.2,0,0,0
3018,NP_251709.1,ABC transporter ATP-binding protein,PA3019,,3379815,3381737,-,NC_002516.2,0,0,0
3019,NP_251710.1,lytic transglycosylase,PA3020,,3381963,3383891,+,NC_002516.2,0,0,0
3020,NP_251711.1,hypothetical protein,PA3021,,3383948,3384334,+,NC_002516.2,0,0,0
3021,NP_251712.1,hypothetical protein,PA3022,,3384378,3385184,-,NC_002516.2,0,0,0
3022,NP_251713.1,lipid kinase,PA3023,,3385287,3386195,-,NC_002516.2,0,0,0
3023,NP_251714.1,carbohydrate kinase,PA3024,,3386270,3387829,-,NC_002516.2,0,0,0
3024,NP_251715.1,FAD-dependent glycerol-3-phosphate dehydrogenase,PA3025,,3387850,3389430,-,NC_002516.2,0,0,0
3025,NP_251716.1,hypothetical protein,PA3026,,3389436,3391031,-,NC_002516.2,0,0,0
3026,NP_251717.1,transcriptional regulator,PA3027,,3391208,3392239,+,NC_002516.2,0,0,0
3027,NP_251718.1,molybdenum cofactor biosynthesis protein A,PA3028,moeA2,3392268,3393485,-,NC_002516.2,0,0,0
3028,NP_251719.1,molybdopterin biosynthesis protein B,PA3029,moaB2,3393482,3394021,-,NC_002516.2,0,0,0
3029,NP_251720.1,molybdenum cofactor guanylyltransferase,PA3030,mobA,3394088,3394684,+,NC_002516.2,0,0,0
3030,NP_251721.1,hypothetical protein,PA3031,,3394816,3395037,+,NC_002516.2,0,0,0
3031,NP_251722.1,cytochrome C Snr1,PA3032,snr1,3395325,3396728,-,NC_002516.2,0,0,0
3032,NP_251723.1,hypothetical protein,PA3033,,3397096,3397374,-,NC_002516.2,0,0,0
3033,NP_251724.1,transcriptional regulator,PA3034,,3397381,3397938,-,NC_002516.2,0,0,0
3034,NP_251725.1,glutathione S-transferase,PA3035,,3398104,3398700,+,NC_002516.2,0,0,0
3035,NP_251726.1,hypothetical protein,PA3036,,3398717,3399649,+,NC_002516.2,0,0,0
3036,NP_251727.1,hypothetical protein,PA3037,,3399649,3400515,+,NC_002516.2,0,0,0
3037,NP_251728.1,porin,PA3038,,3400684,3401949,+,NC_002516.2,0,0,0
3038,NP_251729.1,transporter,PA3039,,3402134,3403516,-,NC_002516.2,0,0,0
3039,NP_251730.1,hypothetical protein,PA3040,,3403812,3404141,+,NC_002516.2,0,0,0
3040,NP_251731.1,hypothetical protein,PA3041,,3404145,3404525,+,NC_002516.2,0,0,0
3041,NP_251732.1,hypothetical protein,PA3042,,3404539,3404862,+,NC_002516.2,0,0,0
3042,NP_251733.1,deoxyguanosinetriphosphate triphosphohydrolase,PA3043,,3404979,3406310,+,NC_002516.2,0,0,0
3043,NP_251734.1,two-component sensor,PA3044,,3406321,3408546,-,NC_002516.2,0,0,0
3044,NP_251735.1,two-component response regulator,PA3045,,3408560,3409183,-,NC_002516.2,0,0,0
3045,NP_251736.1,hypothetical protein,PA3046,,3409609,3409953,-,NC_002516.2,0,0,0
3046,NP_251737.1,D-alanyl-D-alanine carboxypeptidase,PA3047,,3410264,3411694,+,NC_002516.2,0,0,0
3047,NP_251738.1,ribosomal RNA large subunit methyltransferase K/L,PA3048,,3411763,3413940,-,NC_002516.2,0,0,0
3048,NP_251739.1,ribosome modulation factor,PA3049,rmf,3414401,3414613,+,NC_002516.2,0,0,0
3049,NP_251740.1,dihydroorotate dehydrogenase,PA3050,pyrD,3414701,3415729,-,NC_002516.2,0,0,0
3050,NP_251741.1,hypothetical protein,PA3051,,3415786,3416067,-,NC_002516.2,0,0,0
3051,NP_251742.1,hypothetical protein,PA3052,,3416061,3417041,+,NC_002516.2,0,0,0
3052,NP_251743.1,hydrolase,PA3053,,3417113,3418120,+,NC_002516.2,0,0,0
3053,NP_251744.1,hypothetical protein,PA3054,,3418288,3420192,+,NC_002516.2,0,0,0
3054,NP_251745.1,hypothetical protein,PA3055,,3420309,3420785,-,NC_002516.2,0,0,0
3055,NP_251746.1,hypothetical protein,PA3056,,3420823,3421299,-,NC_002516.2,0,0,0
3056,NP_251747.1,hypothetical protein,PA3057,,3421425,3421655,+,NC_002516.2,0,0,0
3057,NP_251748.1,pellicle/biofilm biosynthesis Wzx-like polysaccharide transporter PelG,PA3058,pelG,3421696,3423066,-,NC_002516.2,0,0,0
3058,NP_251749.1,pellicle/biofilm biosynthesis glycosyltransferase PelF,PA3059,pelF,3423068,3424591,-,NC_002516.2,0,0,0
3059,NP_251750.1,pellicle/biofilm biosynthesis protein PelE,PA3060,pelE,3424588,3425577,-,NC_002516.2,0,0,0
3060,NP_251751.1,pellicle/biofilm biosynthesis protein PelD,PA3061,pelD,3425555,3426922,-,NC_002516.2,0,0,0
3061,NP_251752.1,pellicle/biofilm biosynthesis outer membrane protein PelC,PA3062,pelC,3426928,3427446,-,NC_002516.2,0,0,0
3062,NP_251753.1,pellicle/biofilm biosynthesis protein PelB,PA3063,pelB,3427486,3431067,-,NC_002516.2,0,0,0
3063,NP_251754.1,hypothetical protein,PA3064,pelA,3431045,3433891,-,NC_002516.2,0,0,0
3064,NP_251755.1,hypothetical protein,PA3065,,3434373,3435359,-,NC_002516.2,0,0,0
3065,NP_251756.1,hypothetical protein,PA3066,,3435372,3435944,-,NC_002516.2,0,0,0
3066,NP_251757.1,transcriptional regulator,PA3067,,3435987,3436430,-,NC_002516.2,0,0,0
3067,NP_251758.1,NAD-specific glutamate dehydrogenase,PA3068,gdhB,3436578,3441440,-,NC_002516.2,0,0,0
3068,NP_251759.2,hypothetical protein,PA3069,,3441713,3442483,-,NC_002516.2,0,0,0
3069,NP_251760.1,hypothetical protein,PA3070,,3442823,3443803,+,NC_002516.2,0,0,0
3070,NP_251761.1,hypothetical protein,PA3071,,3443814,3444752,+,NC_002516.2,0,0,0
3071,NP_251762.1,hypothetical protein,PA3072,,3444749,3445243,+,NC_002516.2,0,0,0
3072,NP_251763.1,hypothetical protein,PA3073,,3445236,3446258,+,NC_002516.2,0,0,0
3073,NP_251764.1,hypothetical protein,PA3074,,3446255,3448015,+,NC_002516.2,0,0,0
3074,NP_251765.1,hypothetical protein,PA3075,,3448012,3449643,+,NC_002516.2,0,0,0
3075,NP_251766.1,hypothetical protein,PA3076,,3449697,3450776,+,NC_002516.2,0,0,0
3076,NP_251767.1,two-component response regulator,PA3077,,3450838,3451509,+,NC_002516.2,0,0,0
3077,NP_251768.1,two-component sensor,PA3078,,3451506,3452801,+,NC_002516.2,0,0,0
3078,NP_251769.1,hypothetical protein,PA3079,,3452872,3455253,-,NC_002516.2,0,0,0
3079,NP_251770.1,hypothetical protein,PA3080,,3455266,3456363,-,NC_002516.2,0,0,0
3080,NP_251771.1,hypothetical protein,PA3081,,3456543,3457910,-,NC_002516.2,0,0,0
3081,NP_251772.1,glycine betaine transmethylase,PA3082,gbt,3457969,3459933,-,NC_002516.2,0,0,0
3082,NP_251773.1,aminopeptidase,PA3083,pepN,3460380,3463037,-,NC_002516.2,0,0,0
3083,NP_251774.1,hypothetical protein,PA3084,,3463056,3463856,-,NC_002516.2,0,0,0
3084,NP_251775.1,hypothetical protein,PA3085,,3463889,3464152,-,NC_002516.2,0,0,0
3085,NP_251776.1,hypothetical protein,PA3086,,3464236,3465096,-,NC_002516.2,0,0,0
3086,NP_251777.1,hypothetical protein,PA3087,,3465093,3466073,-,NC_002516.2,0,0,0
3087,NP_251778.1,NAD kinase,PA3088,,3466073,3466960,-,NC_002516.2,0,0,0
3088,NP_251779.1,hypothetical protein,PA3089,,3467085,3468050,+,NC_002516.2,0,0,0
3089,YP_008719763.1,1-aminocyclopropane-1-carboxylate deaminase,PA3089a,,3468051,3468950,-,NC_002516.2,0,0,0
3090,NP_251781.1,hypothetical protein,PA3091,,3468988,3470427,-,NC_002516.2,0,0,0
3091,NP_251782.1,"2,4-dienoyl-CoA reductase",PA3092,fadH1,3470764,3472803,-,NC_002516.2,0,0,0
3092,NP_251783.1,hypothetical protein,PA3093,,3473018,3474136,+,NC_002516.2,0,0,0
3093,NP_251784.1,transcriptional regulator,PA3094,,3474133,3475170,+,NC_002516.2,0,0,0
3094,NP_251785.1,type II secretion system protein M,PA3095,xcpZ,3475956,3476480,-,NC_002516.2,0,0,0
3095,NP_251786.1,type II secretion system protein L,PA3096,xcpY,3476482,3477630,-,NC_002516.2,0,0,0
3096,NP_251787.1,type II secretion system protein K,PA3097,xcpX,3477627,3478628,-,NC_002516.2,0,0,0
3097,NP_251788.1,type II secretion system protein J,PA3098,xcpW,3478625,3479338,-,NC_002516.2,0,0,0
3098,NP_251789.1,type II secretion system protein I,PA3099,xcpV,3479335,3479724,-,NC_002516.2,0,0,0
3099,NP_251790.1,type II secretion system protein H,PA3100,xcpU,3479721,3480239,-,NC_002516.2,0,0,0
3100,NP_251791.1,type II secretion system protein G,PA3101,xcpT,3480246,3480692,-,NC_002516.2,0,0,0
3101,NP_251792.1,type II secretion system protein F,PA3102,xcpS,3480697,3481914,-,NC_002516.2,0,0,0
3102,NP_251793.1,type II secretion system protein E,PA3103,xcpR,3481914,3483422,-,NC_002516.2,0,0,0
3103,NP_251794.1,type II secretion system protein N,PA3104,xcpP,3483642,3484349,+,NC_002516.2,0,0,0
3104,NP_251795.1,type II secretion system protein D,PA3105,xcpQ,3484354,3486330,+,NC_002516.2,0,0,0
3105,NP_251796.1,oxidoreductase,PA3106,,3486417,3487184,-,NC_002516.2,0,0,0
3106,NP_251797.1,O-succinylhomoserine sulfhydrylase,PA3107,metZ,3487181,3488392,-,NC_002516.2,0,0,0
3107,NP_251798.1,amidophosphoribosyltransferase,PA3108,purF,3488409,3489914,-,NC_002516.2,0,0,0
3108,NP_251799.1,hypothetical protein,PA3109,,3490136,3490678,-,NC_002516.2,0,0,0
3109,NP_251800.1,hypothetical protein,PA3110,,3490752,3491411,-,NC_002516.2,0,0,0
3110,NP_251801.1,folylpolyglutamate synthetase,PA3111,folC,3491415,3492704,-,NC_002516.2,0,0,0
3111,NP_251802.1,acetyl-CoA carboxylase carboxyltransferase subunit beta,PA3112,accD,3492701,3493573,-,NC_002516.2,0,0,0
