assembly,TXSS/T1SS,TXSS/T2SS,TXSS/T3SS,TXSS/T4SS,TXSS/T6SS,Genome Name,Phylum,Class,Order,Family,Genus,Species,Assembly Accession,CDS
GCF_001028705,1,1,0,2,0,Croceicoccus naphthovorans strain PQ-2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus naphthovorans,GCF_001028705.1,4056
GCF_001040945,3,0,1,0,2,Herbaspirillum seropedicae strain Z67,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum seropedicae,GCF_001040945.1,5039
GCF_001043175,0,1,0,0,0,Marinobacter psychrophilus strain 20041,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter psychrophilus,GCF_001043175.1,3828
GCF_001077815,1,0,0,1,0,Erythrobacter sp. s21-N3,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Aurantiacibacter,Aurantiacibacter atlanticus,GCF_001077815.1,3049
GCF_001078275,1,1,0,0,0,Bordetella hinzii strain F582,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella hinzii,GCF_001078275.1,4617
GCF_001185205,2,0,0,1,0,Devosia sp. H5989,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,Devosia sp. H5989,GCF_001185205.1,4559
GCF_001190755,1,0,0,1,0,Campylobacter ureolyticus RIGS 9880,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter ureolyticus,GCF_001190755.1,1685
GCF_001190925,3,0,0,0,1,Azoarcus sp. CIB,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus sp. CIB,GCF_001190925.1,4901
GCF_001191005,3,1,1,0,1,Massilia sp. NR 4-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia sp. NR 4-1,GCF_001191005.1,5457
GCF_001262035,0,0,0,0,1,Aggregatibacter aphrophilus strain W10433,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter aphrophilus,GCF_001262035.1,2264
GCF_001267925,1,0,1,0,0,Herbaspirillum hiltneri N3,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum hiltneri,GCF_001267925.1,4698
GCF_001273775,1,0,0,0,0,Nitrospira moscoviensis strain NSP M-1,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira moscoviensis,GCF_001273775.1,4793
GCF_001273795,1,0,0,0,0,Candidatus Rickettsia amblyommii strain Ac37,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia amblyommatis,GCF_001273795.1,1840
GCF_001278035,2,1,0,5,0,Sphingopyxis sp. 113P3,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis sp. 113P3,GCF_001278035.1,4681
GCF_001278055,1,0,0,0,1,Desulfuromonas sp. WTL,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,Desulfuromonas soudanensis,GCF_001278055.1,3869
GCF_001278715,1,1,0,0,0,Acinetobacter sp. TTH0-4,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. TTH0-4,GCF_001278715.1,2868
GCF_001281405,0,0,0,1,0,Candidatus Bartonella ancashi strain 20.00,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella ancashensis,GCF_001281405.1,1361
GCF_001281465,1,1,2,0,0,Cupriavidus gilardii CR3,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus gilardii,GCF_001281465.1,5412
GCF_001298465,1,0,0,0,0,Campylobacter concisus strain ATCC 33237,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter concisus,GCF_001298465.1,1907
GCF_001307195,1,1,0,0,1,Acinetobacter sp. 114,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter equi,GCF_001307195.1,2882
GCF_001310255,0,1,0,4,0,Brevundimonas sp. DS20,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp. DS20,GCF_001310255.1,3484
GCF_001314305,0,0,0,1,0,Stenotrophomonas acidaminiphila strain ZAC14D2_NAIMI4_2,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas acidaminiphila,GCF_001314305.1,3803
GCF_001314325,1,1,0,3,0,Sphingopyxis macrogoltabida strain 203,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis macrogoltabida,GCF_001314325.1,5753
GCF_001402915,1,0,0,0,0,Devosia sp. DDS-1 strain A16,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,Devosia sp. A16,GCF_001402915.1,4988
GCF_001411495,1,1,0,0,2,Burkholderia cepacia ATCC 25416,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia,GCF_001411495.1,8573
GCF_001412575,3,1,0,0,0,Limnohabitans sp. 103DPR2,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,Limnohabitans sp. 103DPR2,GCF_001412575.1,2836
GCF_001431725,5,0,1,0,1,Halomonas huangheensis strain BJGMM-B45,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas huangheensis,GCF_001431725.1,4295
GCF_001433395,1,1,1,0,2,Bordetella sp. N,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella sp. N,GCF_001433395.1,6129
GCF_001433715,2,1,0,0,0,Alteromonas stellipolaris LMG 21856,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas stellipolaris,GCF_001433715.1,4091
GCF_001442515,0,0,1,1,2,Lysobacter enzymogenes strain C3,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,GCF_001442515.1,5462
GCF_001442535,3,0,1,1,0,Lysobacter antibioticus strain ATCC 29479,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter antibioticus,GCF_001442535.1,5138
GCF_001442785,1,0,1,1,0,Lysobacter capsici strain 55,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter capsici,GCF_001442785.1,5772
GCF_001444365,0,1,0,0,0,Colwellia sp. MT41,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Colwellia sp. MT41,GCF_001444365.1,3949
GCF_001444405,1,1,0,0,0,Pseudoalteromonas phenolica strain KCTC 12086,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas phenolica,GCF_001444405.1,4340
GCF_001455325,1,1,0,0,1,Pseudoalteromonas issachenkonii strain KCTC 12958,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas issachenkonii,GCF_001455325.1,3759
GCF_001457475,3,2,0,1,1,Achromobacter xylosoxidans strain NCTC10807,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans,GCF_001457475.1,6319
GCF_001460635,0,0,0,1,0,Helicobacter typhlonius strain 1,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter typhlonius,GCF_001460635.1,2070
GCF_001482385,2,1,0,0,0,Pseudoalteromonas rubra strain SCSIO 6842,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas rubra,GCF_001482385.1,5224
GCF_001483385,1,0,0,0,0,Tenacibaculum dicentrarchi strain AY7486TD,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum dicentrarchi,GCF_001483385.1,2586
GCF_001483845,0,0,0,3,0,Campylobacter coli strain OR12,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter coli,GCF_001483845.1,2351
GCF_001484065,2,0,0,4,0,Pannonibacter phragmitetus strain 31801,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Pannonibacter,Pannonibacter phragmitetus,GCF_001484065.1,5380
GCF_001484935,1,1,0,1,0,Acinetobacter johnsonii XBB1,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,GCF_001484935.1,4168
GCF_001499655,0,0,1,0,0,Protochlamydia naegleriophila strain KNic,Chlamydiae,Chlamydiia,Parachlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,Candidatus Protochlamydia naegleriophila,GCF_001499655.1,2933
GCF_001518815,1,1,0,0,1,Pseudomonas oryzihabitans strain USDA-ARS-USMARC-56511,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas oryzihabitans,GCF_001518815.1,4451
GCF_001518835,3,1,0,0,1,Leclercia adecarboxylata strain USDA-ARS-USMARC-60222,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia,Leclercia adecarboxylata,GCF_001518835.1,4511
GCF_001543265,3,0,0,0,1,Pseudomonas fragi strain P121,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fragi,GCF_001543265.1,4821
GCF_001547775,1,0,0,0,0,Aggregatibacter actinomycetemcomitans NUM4039,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter actinomycetemcomitans,GCF_001547775.1,2554
GCF_001548015,3,0,0,0,0,Methylobacterium aquaticum strain MA-22A,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium aquaticum,GCF_001548015.1,7667
GCF_001548055,2,0,0,0,0,Sulfurospirillum cavolei strain UCH003,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,Sulfurospirillum cavolei,GCF_001548055.1,2719
GCF_001548075,3,0,0,0,1,Rhodovulum sulfidophilum strain DSM 2351,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum sulfidophilum,GCF_001548075.1,4697
GCF_001551895,3,0,0,3,0,Agrobacterium tumefaciens strain S33,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens,GCF_001551895.1,5445
GCF_001558255,3,1,0,0,0,Grimontia hollisae strain ATCC 33564,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Grimontia,Grimontia hollisae,GCF_001558255.1,3839
GCF_001558415,2,1,0,0,1,Vibrio fluvialis strain ATCC 33809,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio fluvialis,GCF_001558415.1,4509
GCF_001558735,3,0,1,0,1,Pantoea agglomerans strain FDAARGOS_160,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea agglomerans,GCF_001558735.1,4745
GCF_001562115,2,1,0,0,0,Alteromonas stellipolaris strain LMG 21861,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas stellipolaris,GCF_001562115.1,4327
GCF_001578105,2,0,0,1,0,Martelella sp. AD-3,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Martelella,Martelella sp. AD-3,GCF_001578105.1,4849
GCF_001583435,3,2,1,0,0,Endozoicomonas montiporae CL-33,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas montiporae,GCF_001583435.1,5309
GCF_001597285,2,1,0,0,1,Pseudomonas alcaligenes strain NEB 585,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas alcaligenes,GCF_001597285.1,4100
GCF_001606025,1,1,0,0,0,Psychrobacter alimentarius strain PAMC 27889,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter alimentarius,GCF_001606025.1,2879
GCF_001610975,1,1,0,1,0,Sphingopyxis terrae NBRC 15098,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis terrae,GCF_001610975.1,3943
GCF_001636015,1,0,0,0,0,Moraxella ovis strain 199/55,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella ovis,GCF_001636015.1,2374
GCF_001641285,1,0,0,1,1,Dyella thiooxydans strain ATSB10,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,Dyella thiooxydans,GCF_001641285.1,3857
GCF_001652485,2,0,0,2,0,Ochrobactrum pseudogrignonense strain K8,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,Brucella pseudogrignonensis,GCF_001652485.1,4975
GCF_001652565,2,0,0,8,0,Shinella sp. HZN7,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Shinella,Shinella sp. HZN7,GCF_001652565.1,7408
GCF_001653755,1,0,0,0,0,Dokdonia donghaensis DSW-1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia donghaensis,GCF_001653755.1,2989
GCF_900011245,3,0,0,0,0,Bradyrhizobium sp. strain BF49_genome1,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium sp.,GCF_900011245.1,7754
GCF_900086555,1,0,0,0,0,Neisseria weaveri strain NCTC13585,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria weaveri,GCF_900086555.1,2257
GCF_900087055,0,1,0,0,1,Plesiomonas shigelloides strain NCTC10360,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides,GCF_900087055.1,3037
