id,protein_id,annotation,locus_tag,gene,start,end,strand,accession,Exp.,DeepSecE,"DeepSecE(0.6)",T4SEfinder
1921,WP_010947658.1,3-hydroxyacyl-CoA dehydrogenase family protein,LPG_RS09740,,2170297,2171151,-,NC_002942.5,0,0,0,0
1922,WP_010947659.1,phosphopantetheine-binding protein,LPG_RS09745,,2171262,2171519,-,NC_002942.5,0,0,0,0
1923,WP_015444370.1,patatin-like phospholipase family protein,LPG_RS09750,,2171701,2172705,+,NC_002942.5,0,0,0,1
1924,WP_010947661.1,"3',5'-cyclic-nucleotide phosphodiesterase",LPG_RS09755,,2172886,2173869,-,NC_002942.5,0,0,0,0
1925,WP_010947662.1,helix-turn-helix transcriptional regulator,LPG_RS09760,,2173974,2174645,-,NC_002942.5,0,0,0,0
1926,WP_010947663.1,Dot/Icm T4SS effector Lem16,LPG_RS09765,lem16,2174909,2175658,+,NC_002942.5,1,1,1,1
1927,WP_010947664.1,Dot/Icm T4SS effector LegLC4,LPG_RS09770,legLC4,2175670,2176677,-,NC_002942.5,1,1,1,1
1928,WP_010947665.1,Dot/Icm T4SS effector Lem17,LPG_RS09775,lem17,2176986,2178326,-,NC_002942.5,1,1,1,1
1929,WP_010947666.1,T4SS guanine nucleotide exchange effector RalF,LPG_RS09780,ralF,2178619,2179743,+,NC_002942.5,1,1,1,1
1930,WP_015444367.1,NAD(+)/NADH kinase,LPG_RS09785,,2180087,2180950,+,NC_002942.5,0,0,0,0
1931,WP_010947668.1,metallophosphoesterase,LPG_RS09790,,2180947,2181756,+,NC_002942.5,0,0,0,0
1932,WP_010947669.1,Dot/Icm T4SS effector LegC4,LPG_RS09795,legC4,2181810,2184092,-,NC_002942.5,1,1,1,1
1933,WP_010947670.1,hypothetical protein,LPG_RS09800,,2184483,2185058,-,NC_002942.5,0,1,0,0
1934,WP_010947671.1,TRAP transporter large permease subunit,LPG_RS09805,,2185359,2186648,-,NC_002942.5,0,0,0,0
1935,WP_010947672.1,dipeptide epimerase,LPG_RS09810,,2186648,2187751,-,NC_002942.5,0,0,0,0
1936,WP_015444363.1,hypothetical protein,LPG_RS09815,,2188054,2189373,+,NC_002942.5,0,1,1,1
1937,WP_010947674.1,Dot/Icm T4SS effector LegL5,LPG_RS09820,legL5,2189637,2191265,+,NC_002942.5,1,1,1,1
1938,WP_010947675.1,lpg1959 family Dot/Icm T4SS effector,LPG_RS09825,,2191518,2193512,+,NC_002942.5,1,1,1,1
1939,WP_010947676.1,Dot/Icm T4SS effector LirA,LPG_RS09830,lirA,2193697,2194470,+,NC_002942.5,1,1,1,1
1940,WP_015444360.1,hypothetical protein,LPG_RS09835,,2194507,2196021,-,NC_002942.5,1,1,1,1
1941,WP_010947678.1,type IV secretion system effector LirB,LPG_RS09840,lirB,2196167,2196733,+,NC_002942.5,1,0,0,1
1942,WP_010947679.1,Dot/Icm T4SS effector PieA/LirC,LPG_RS09845,pieA,2196799,2198898,-,NC_002942.5,1,1,1,1
1943,WP_010947680.1,Dot/Icm T4SS effector PieB/LirD,LPG_RS09850,pieB,2199220,2200530,+,NC_002942.5,1,1,1,1
1944,WP_010947681.1,Dot/Icm T4SS effector PieC/LirE,LPG_RS09855,pieC,2200794,2203760,-,NC_002942.5,1,1,1,1
1945,WP_010947682.1,Dot/Icm T4SS effector PieD/LirF,LPG_RS09860,pieD,2204165,2205730,-,NC_002942.5,1,1,1,1
1946,WP_014326931.1,hypothetical protein,LPG_RS09865,,2206067,2206294,-,NC_002942.5,0,1,1,0
1947,WP_032802659.1,autorepressor PsrA,LPG_RS09870,psrA,2206545,2207105,+,NC_002942.5,0,0,0,0
1948,WP_015444358.1,hypothetical protein,LPG_RS09875,,2207163,2207912,+,NC_002942.5,0,0,0,0
1949,WP_016356946.1,hypothetical protein,LPG_RS09880,,2207931,2208173,-,NC_002942.5,0,0,0,0
1950,WP_010947685.1,Dot/Icm T4SS effector PieE,LPG_RS09885,pieE,2208464,2210371,-,NC_002942.5,1,1,1,1
1951,WP_010947686.1,glutathione S-transferase N-terminal domain-containing protein,LPG_RS09890,,2210715,2211338,-,NC_002942.5,0,0,0,0
1952,WP_010947687.1,organic hydroperoxide resistance protein,LPG_RS09895,,2211372,2211791,-,NC_002942.5,0,0,0,0
1953,WP_010947688.1,Dot/Icm T4SS effector PieF,LPG_RS09900,pieF,2212015,2212392,-,NC_002942.5,1,1,1,1
1954,WP_010947689.1,hypothetical protein,LPG_RS09905,,2212856,2213098,+,NC_002942.5,0,0,0,0
1955,WP_010947690.1,Lpg1974 family pore-forming outer membrane protein,LPG_RS09910,,2213603,2214496,+,NC_002942.5,0,0,0,0
1956,WP_010947691.1,lpg1975 family Dot/Icm T4SS effector,LPG_RS09915,,2214817,2215467,+,NC_002942.5,0,1,1,0
1957,WP_010947692.1,Dot/Icm T4SS effector PieG/LegG1,LPG_RS09920,pieG,2215443,2216303,+,NC_002942.5,1,1,1,0
1958,WP_015444353.1,DJ-1/PfpI family protein,LPG_RS09925,,2216493,2217077,+,NC_002942.5,0,0,0,0
1959,WP_010947694.1,Dot/Icm T4SS effector SetA,LPG_RS09930,setA,2217148,2219082,-,NC_002942.5,1,1,1,1
1960,WP_010947695.1,DUF5624 domain-containing protein,LPG_RS09935,,2219318,2220685,+,NC_002942.5,0,0,0,0
1961,WP_010947696.1,hypothetical protein,LPG_RS09940,,2220682,2220984,+,NC_002942.5,0,0,0,0
1962,WP_010947698.1,hypothetical protein,LPG_RS09945,,2221477,2222520,+,NC_002942.5,0,0,0,1
1963,WP_015444350.1,hydroxymethylglutaryl-CoA reductase,LPG_RS09950,,2222686,2223885,+,NC_002942.5,0,0,0,0
1964,WP_010947700.1,aspartate/glutamate racemase family protein,LPG_RS09955,,2223905,2224642,+,NC_002942.5,0,0,0,0
1965,WP_010947701.1,amidohydrolase family protein,LPG_RS09960,,2224682,2225995,-,NC_002942.5,0,0,0,0
1966,WP_010947702.1,lpg1986 family Dot/Icm T4SS effector,LPG_RS09965,,2226164,2229016,-,NC_002942.5,1,1,1,1
1967,WP_010947703.1,phosphohistidine phosphatase SixA,LPG_RS09970,sixA,2229193,2229660,-,NC_002942.5,0,0,0,0
1968,WP_010947704.1,dihydrofolate reductase family protein,LPG_RS09975,,2229735,2230280,+,NC_002942.5,0,0,0,0
1969,WP_010947705.1,MAPEG family protein,LPG_RS09980,,2230379,2230795,+,NC_002942.5,0,0,0,0
1970,WP_025862380.1,hypothetical protein,LPG_RS09985,,2230973,2231596,-,NC_002942.5,0,1,1,1
1971,WP_010947707.1,lysoplasmalogenase,LPG_RS09990,,2231815,2232465,-,NC_002942.5,0,0,0,0
1972,WP_015444348.1,hypothetical protein,LPG_RS09995,,2232545,2233045,-,NC_002942.5,0,1,1,1
1973,WP_015444347.1,polysaccharide deacetylase family protein,LPG_RS10000,,2233537,2234397,+,NC_002942.5,0,0,0,0
1974,WP_010947710.1,murein transglycosylase A,LPG_RS10005,,2234514,2235707,-,NC_002942.5,0,0,0,0
1975,WP_010947711.1,hypothetical protein,LPG_RS10010,,2235817,2236374,-,NC_002942.5,0,0,0,0
1976,WP_010947712.1,hypothetical protein,LPG_RS10015,,2236371,2237177,-,NC_002942.5,0,0,0,0
1977,WP_010947713.1,type II secretion system GspH family protein,LPG_RS10020,,2237116,2237430,-,NC_002942.5,0,0,0,0
1978,WP_015444344.1,histidinol-phosphate transaminase,LPG_RS10025,hisC,2237590,2238699,+,NC_002942.5,0,0,0,0
1979,WP_010947715.1,4a-hydroxytetrahydrobiopterin dehydratase,LPG_RS10030,,2238736,2239077,+,NC_002942.5,0,0,0,0
1980,WP_010947716.1,protein translocase subunit SecF,LPG_RS10035,secF,2239250,2240167,-,NC_002942.5,0,0,0,0
1981,WP_010947717.1,protein translocase subunit SecD,LPG_RS10040,secD,2240180,2242036,-,NC_002942.5,0,0,0,0
1982,WP_010947718.1,preprotein translocase subunit YajC,LPG_RS10045,yajC,2242058,2242393,-,NC_002942.5,0,0,0,0
1983,WP_010947719.1,queuine tRNA-ribosyltransferase,LPG_RS10050,,2242539,2243372,-,NC_002942.5,0,0,0,0
1984,WP_015444343.1,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA,LPG_RS10055,queA,2243419,2244432,-,NC_002942.5,0,0,0,0
1985,WP_010947721.1,hypothetical protein,LPG_RS10060,,2244549,2244962,-,NC_002942.5,0,0,0,0
1986,WP_015444342.1,ATP-binding cassette domain-containing protein,LPG_RS10065,,2245044,2246897,-,NC_002942.5,0,0,0,0
1987,WP_010947723.1,retroviral-like aspartic protease family protein,LPG_RS10070,,2246958,2247449,-,NC_002942.5,0,0,0,0
1988,WP_010947724.1,RidA family protein,LPG_RS10075,,2247452,2247838,-,NC_002942.5,0,0,0,0
1989,WP_011215972.1,"bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase",LPG_RS10080,spoT,2247838,2249961,-,NC_002942.5,0,0,0,0
1990,WP_011214258.1,DNA-directed RNA polymerase subunit omega,LPG_RS10085,rpoZ,2250129,2250332,-,NC_002942.5,0,0,0,0
1991,WP_010947726.1,guanylate kinase,LPG_RS10090,gmk,2250383,2251012,-,NC_002942.5,0,0,0,0
1992,WP_010947727.1,YicC family protein,LPG_RS10095,,2251018,2251884,-,NC_002942.5,0,0,0,0
1993,WP_010947728.1,ribonuclease PH,LPG_RS10100,rph,2252185,2252892,+,NC_002942.5,0,0,0,0
1994,WP_010947729.1,type IV pilus twitching motility protein PilT,LPG_RS10105,,2253222,2254256,-,NC_002942.5,0,0,0,0
1995,WP_010947730.1,YggS family pyridoxal phosphate-dependent enzyme,LPG_RS10110,,2254420,2255115,+,NC_002942.5,0,0,0,0
1996,WP_010947731.1,pyrroline-5-carboxylate reductase,LPG_RS10115,proC,2255112,2255900,+,NC_002942.5,0,0,0,0
1997,WP_010947732.1,YggT family protein,LPG_RS10120,,2256245,2256820,+,NC_002942.5,0,0,0,0
1998,WP_011946920.1,DUF2845 domain-containing protein,LPG_RS10125,,2256880,2257482,+,NC_002942.5,0,0,0,0
1999,WP_010947734.1,hypothetical protein,LPG_RS10130,,2257496,2257777,+,NC_002942.5,0,1,1,0
2000,WP_010947735.1,S8 family serine peptidase,LPG_RS10135,,2257930,2259618,-,NC_002942.5,0,0,0,0
2001,WP_015444337.1,AraC family transcriptional regulator,LPG_RS10140,,2259750,2260757,-,NC_002942.5,0,0,0,0
2002,WP_010947737.1,adenosylhomocysteinase,LPG_RS10145,ahcY,2260881,2262206,-,NC_002942.5,0,0,0,0
2003,WP_010947738.1,methionine adenosyltransferase,LPG_RS10150,metK,2262225,2263373,-,NC_002942.5,0,0,0,0
2004,WP_015444336.1,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,LPG_RS10155,carA,2263582,2264694,-,NC_002942.5,0,0,0,0
2005,WP_010947740.1,molecular chaperone DnaJ,LPG_RS10160,dnaJ,2264790,2265929,-,NC_002942.5,0,0,0,0
2006,WP_015444335.1,molecular chaperone DnaK,LPG_RS10165,dnaK,2266119,2268053,-,NC_002942.5,0,0,0,0
2007,WP_015444334.1,nucleotide exchange factor GrpE,LPG_RS10170,grpE,2268198,2268797,-,NC_002942.5,0,0,0,0
2008,WP_010947743.1,3-deoxy-7-phosphoheptulonate synthase,LPG_RS10175,,2269077,2270414,+,NC_002942.5,0,0,0,0
2009,WP_015444333.1,uroporphyrinogen decarboxylase,LPG_RS10180,hemE,2270563,2271621,-,NC_002942.5,0,0,0,0
2010,WP_010947745.1,dihydroneopterin aldolase,LPG_RS10185,folB,2271861,2272199,+,NC_002942.5,0,0,0,0
2011,WP_011215990.1,SPOR domain-containing protein,LPG_RS10190,,2272239,2272934,-,NC_002942.5,0,0,0,0
2012,WP_010947747.1,arginine--tRNA ligase,LPG_RS10195,argS,2272934,2274703,-,NC_002942.5,0,0,0,0
2013,WP_011214278.1,AI-2E family transporter,LPG_RS10200,,2274807,2275865,-,NC_002942.5,0,0,0,0
2014,WP_010947749.1,ATP-dependent DNA helicase RecG,LPG_RS10205,recG,2276012,2278084,+,NC_002942.5,0,0,0,0
2015,WP_015444330.1,cation diffusion facilitator family transporter,LPG_RS10210,,2278598,2279740,+,NC_002942.5,0,0,0,0
2016,WP_010947751.1,ZIP family metal transporter,LPG_RS10215,,2279856,2280614,+,NC_002942.5,0,0,0,0
2017,WP_010947752.1,Maf family protein,LPG_RS10220,,2280607,2281209,+,NC_002942.5,0,0,0,0
2018,WP_010947753.1,phosphopyruvate hydratase,LPG_RS10225,eno,2281241,2282509,+,NC_002942.5,0,0,0,0
2019,WP_010947754.1,cell division protein FtsB,LPG_RS10230,ftsB,2282734,2283003,+,NC_002942.5,0,0,0,0
2020,WP_015444329.1,mevalonate kinase,LPG_RS10235,,2283016,2283894,-,NC_002942.5,0,0,0,0
2021,WP_014844311.1,diphosphomevalonate decarboxylase,LPG_RS10240,,2283884,2284831,-,NC_002942.5,0,0,0,1
2022,WP_010947757.1,7-carboxy-7-deazaguanine synthase QueE,LPG_RS10245,queE,2284849,2285502,-,NC_002942.5,0,0,0,0
2023,WP_010947758.1,tol-pal system protein YbgF,LPG_RS10250,ybgF,2285499,2286467,-,NC_002942.5,0,0,0,0
2024,WP_010947759.1,peptidoglycan-associated lipoprotein Pal,LPG_RS10255,pal,2286464,2286994,-,NC_002942.5,0,0,0,0
2025,WP_010947760.1,ABC-type transport auxiliary lipoprotein family protein,LPG_RS10260,,2287092,2287694,-,NC_002942.5,0,0,0,0
2026,WP_010947761.1,MCE family protein,LPG_RS10265,,2287698,2288621,-,NC_002942.5,0,0,0,0
2027,WP_010947762.1,ATP-binding cassette domain-containing protein,LPG_RS10270,,2288651,2289388,-,NC_002942.5,0,0,0,0
2028,WP_010947763.1,MlaE family lipid ABC transporter permease subunit,LPG_RS10275,,2289389,2290513,-,NC_002942.5,0,0,0,0
2029,WP_015444328.1,hypothetical protein,LPG_RS10280,,2290634,2291458,+,NC_002942.5,0,0,0,0
2030,WP_010947765.1,hypothetical protein,LPG_RS10285,,2291585,2291884,+,NC_002942.5,0,0,0,0
2031,WP_010947766.1,lpg2050 family Dot/Icm T4SS effector,LPG_RS10290,,2292022,2293080,-,NC_002942.5,1,1,1,1
2032,WP_010947767.1,type 2 isopentenyl-diphosphate Delta-isomerase,LPG_RS10295,fni,2293248,2294276,+,NC_002942.5,0,0,0,0
2033,WP_010947768.1,"hydroxymethylglutaryl-CoA reductase, degradative",LPG_RS10300,,2294267,2295565,+,NC_002942.5,0,0,0,0
2034,WP_010947769.1,hypothetical protein,LPG_RS10305,,2295562,2296440,+,NC_002942.5,0,0,0,0
2035,WP_010947770.1,site-specific integrase,LPG_RS10325,,2296937,2297941,-,NC_002942.5,0,0,0,0
2036,WP_025862379.1,helix-turn-helix domain-containing protein,LPG_RS10330,,2297854,2298144,-,NC_002942.5,0,0,0,0
2037,WP_015444252.1,helix-turn-helix domain-containing protein,LPG_RS10335,,2298590,2299189,+,NC_002942.5,0,0,0,0
2038,WP_021436844.1,hypothetical protein,LPG_RS10340,,2299186,2299392,-,NC_002942.5,0,0,0,0
2039,WP_010947773.1,hypothetical protein,LPG_RS10345,,2299553,2300860,+,NC_002942.5,0,0,0,1
2040,WP_010947774.1,MFS transporter,LPG_RS10350,,2300843,2302048,-,NC_002942.5,0,0,0,0
2041,WP_010947775.1,SAM-dependent methyltransferase,LPG_RS10355,,2302092,2302862,-,NC_002942.5,0,0,0,0
2042,WP_015444251.1,hypothetical protein,LPG_RS10360,,2302871,2303089,-,NC_002942.5,0,1,1,0
2043,WP_010947776.1,ATP-binding cassette domain-containing protein,LPG_RS10365,,2303373,2305139,+,NC_002942.5,0,0,0,0
2044,WP_010947777.1,ATP-binding cassette domain-containing protein,LPG_RS10370,,2305136,2306944,+,NC_002942.5,0,0,0,0
2045,WP_010947778.1,aldo/keto reductase,LPG_RS10375,,2307026,2307868,+,NC_002942.5,0,0,0,0
2046,WP_010947779.1,GNAT family N-acetyltransferase,LPG_RS10380,,2307879,2308379,+,NC_002942.5,0,0,0,0
2047,WP_010947780.1,NYN domain-containing protein,LPG_RS10385,,2308402,2309184,+,NC_002942.5,0,0,0,0
2048,WP_010947781.1,nucleoside triphosphate pyrophosphohydrolase,LPG_RS10390,,2309199,2309576,+,NC_002942.5,0,0,0,0
2049,WP_010947782.1,IS4-like element ISLpn5 family transposase,LPG_RS10395,,2309882,2311333,+,NC_002942.5,0,0,0,1
2050,WP_010947783.1,group II intron reverse transcriptase/maturase,LPG_RS10400,ltrA,2311404,2312924,-,NC_002942.5,0,0,0,0
2051,WP_223499473.1,hypothetical protein,LPG_RS10405,,2313817,2314146,+,NC_002942.5,0,0,0,1
2052,WP_015444249.1,hypothetical protein,LPG_RS10410,,2314344,2315924,-,NC_002942.5,0,0,0,1
2053,WP_015444248.1,hypothetical protein,LPG_RS10415,,2315954,2316445,-,NC_002942.5,0,0,0,0
2054,WP_010947788.1,Dam family site-specific DNA-(adenine-N6)-methyltransferase,LPG_RS10420,,2316456,2317292,-,NC_002942.5,0,0,0,0
2055,WP_010947789.1,DUF4917 family protein,LPG_RS10425,,2317885,2318976,-,NC_002942.5,0,0,0,1
2056,WP_010947790.1,conjugative transfer relaxase/helicase TraI,LPG_RS10430,traI,2319208,2325153,-,NC_002942.5,0,0,0,0
2057,WP_015444246.1,type IV conjugative transfer system coupling protein TraD,LPG_RS10435,traD,2325174,2327063,-,NC_002942.5,0,0,0,0
2058,WP_021437030.1,hypothetical protein,LPG_RS10440,,2327131,2327595,+,NC_002942.5,0,0,0,1
2059,WP_015444244.1,conjugal transfer protein TraG N-terminal domain-containing protein,LPG_RS10445,,2327599,2330319,-,NC_002942.5,0,0,0,0
2060,WP_010947793.1,conjugal transfer protein TraH,LPG_RS10450,,2330325,2331710,-,NC_002942.5,0,0,0,0
2061,WP_010947794.1,type-F conjugative transfer system pilin assembly thiol-disulfide isomerase TrbB,LPG_RS10455,trbB,2331707,2332129,-,NC_002942.5,0,0,0,0
2062,WP_010947795.1,type-F conjugative transfer system pilin assembly protein TraF,LPG_RS10460,traF,2332119,2332901,-,NC_002942.5,0,0,0,0
2063,WP_010947796.1,type-F conjugative transfer system mating-pair stabilization protein TraN,LPG_RS10465,traN,2332894,2334705,-,NC_002942.5,0,0,0,0
2064,WP_015444243.1,type-F conjugative transfer system pilin assembly protein TrbC,LPG_RS10470,trbC,2334705,2335373,-,NC_002942.5,0,0,0,0
2065,WP_010947798.1,TraU family protein,LPG_RS10475,,2335389,2336384,-,NC_002942.5,0,0,0,0
2066,WP_010947799.1,type-F conjugative transfer system protein TraW,LPG_RS10480,traW,2336381,2336989,-,NC_002942.5,0,0,0,0
2067,WP_027223818.1,TrbI F-type domain-containing protein,LPG_RS10485,,2336986,2337327,-,NC_002942.5,0,0,0,0
2068,WP_015444241.1,type IV secretion system protein TraC,LPG_RS10490,traC,2337314,2339866,-,NC_002942.5,0,0,0,0
2069,WP_010947801.1,type IV conjugative transfer system lipoprotein TraV,LPG_RS10495,traV,2339878,2340228,-,NC_002942.5,0,0,0,0
2070,WP_015444240.1,TraB/VirB10 family protein,LPG_RS10500,,2340242,2341528,-,NC_002942.5,0,0,0,0
2071,WP_010947803.1,type-F conjugative transfer system secretin TraK,LPG_RS10505,traK,2341530,2342243,-,NC_002942.5,0,0,0,0
2072,WP_010947804.1,type IV conjugative transfer system protein TraE,LPG_RS10510,traE,2342246,2342809,-,NC_002942.5,0,0,0,0
2073,WP_010947805.1,type IV conjugative transfer system protein TraL,LPG_RS10515,traL,2342813,2343106,-,NC_002942.5,0,0,0,0
2074,WP_010947806.1,fimbrial protein,LPG_RS10520,,2343108,2343410,-,NC_002942.5,0,0,0,0
2075,WP_010947807.1,carbon storage regulator CsrA,LPG_RS10525,csrA,2343425,2343661,-,NC_002942.5,0,0,0,0
2076,WP_025520140.1,hypothetical protein,LPG_RS10530,,2343675,2344052,-,NC_002942.5,0,0,0,0
2077,WP_010947808.1,hypothetical protein,LPG_RS10535,,2344000,2344884,-,NC_002942.5,0,0,0,0
2078,WP_015444237.1,helix-turn-helix domain-containing protein,LPG_RS10540,,2345057,2345737,+,NC_002942.5,0,0,0,0
2079,WP_016356978.1,transposase,LPG_RS10545,,2345886,2346560,+,NC_002942.5,0,0,0,0
2080,WP_010947811.1,peptide-methionine (S)-S-oxide reductase MsrA,LPG_RS10550,msrA,2347009,2347581,+,NC_002942.5,0,0,0,0
2081,WP_015444236.1,peptide-methionine (R)-S-oxide reductase MsrB,LPG_RS10555,msrB,2347565,2348062,+,NC_002942.5,0,0,0,0
2082,WP_010947813.1,CDP-alcohol phosphatidyltransferase family protein,LPG_RS10560,,2348055,2348642,-,NC_002942.5,0,0,0,0
2083,WP_010947814.1,bifunctional TVP38/TMEM64 family protein/FAD-dependent oxidoreductase,LPG_RS10565,,2348647,2350782,-,NC_002942.5,0,0,0,0
2084,WP_010947815.1,sterol desaturase family protein,LPG_RS10570,,2350801,2351682,-,NC_002942.5,0,0,0,0
2085,WP_010947816.1,hypothetical protein,LPG_RS15270,,2351789,2351935,-,NC_002942.5,0,0,0,0
2086,WP_010947817.1,MAPEG family protein,LPG_RS10575,,2352127,2352303,+,NC_002942.5,0,0,0,0
2087,WP_010947818.1,DoxX family protein,LPG_RS10580,,2352473,2352970,-,NC_002942.5,0,0,0,0
2088,WP_010947819.1,DNA-binding domain-containing protein,LPG_RS10585,,2352960,2353739,-,NC_002942.5,0,0,0,0
2089,WP_010947820.1,DUF692 domain-containing protein,LPG_RS10590,,2353732,2354586,-,NC_002942.5,0,0,0,0
2090,WP_010947821.1,DUF2282 domain-containing protein,LPG_RS10595,,2354601,2354894,-,NC_002942.5,0,0,0,0
2091,WP_010947822.1,hypothetical protein,LPG_RS10600,,2355084,2355605,-,NC_002942.5,0,0,0,0
2092,WP_015444234.1,hypothetical protein,LPG_RS10605,,2355910,2356368,-,NC_002942.5,0,0,0,0
2093,WP_015444232.1,hypothetical protein,LPG_RS10610,,2356942,2357169,-,NC_002942.5,0,0,0,0
2094,WP_010947824.1,peptide-methionine (R)-S-oxide reductase MsrB,LPG_RS10615,msrB,2357327,2357848,-,NC_002942.5,0,0,0,0
2095,WP_010947825.1,carboxymuconolactone decarboxylase family protein,LPG_RS10620,,2358020,2358574,+,NC_002942.5,0,0,0,1
2096,WP_016356980.1,hypothetical protein,LPG_RS10625,,2358903,2359208,+,NC_002942.5,0,0,0,1
2097,WP_010947827.1,transposase,LPG_RS10630,,2359302,2359685,+,NC_002942.5,0,0,0,0
2098,WP_015444231.1,Abi family protein,LPG_RS10635,,2359739,2360662,-,NC_002942.5,0,0,0,1
2099,WP_015444229.1,IS4 family transposase,LPG_RS10640,,2361202,2362620,+,NC_002942.5,0,0,0,1
2100,WP_010947829.1,ISL3 family transposase,LPG_RS10645,,2362653,2363828,-,NC_002942.5,0,0,0,0
2101,WP_010947830.1,IS481 family transposase,LPG_RS10650,,2363881,2364906,-,NC_002942.5,0,0,0,0
2102,WP_010947831.1,IS4-like element ISLpn4 family transposase,LPG_RS10655,,2365065,2366483,+,NC_002942.5,0,0,0,1
2103,WP_010947832.1,cold-shock protein,LPG_RS10660,,2366711,2366920,+,NC_002942.5,0,0,0,0
2104,WP_010947833.1,ATP-dependent RNA helicase DbpA,LPG_RS10665,dbpA,2367160,2368566,+,NC_002942.5,0,0,0,0
2105,WP_010947834.1,cation diffusion facilitator family transporter,LPG_RS10670,,2368723,2369634,+,NC_002942.5,0,0,0,0
2106,WP_015444226.1,hypothetical protein,LPG_RS10675,,2369690,2369977,+,NC_002942.5,0,0,0,0
2107,WP_010947836.1,cyclic nucleotide-binding domain-containing protein,LPG_RS10680,,2370145,2370606,-,NC_002942.5,0,1,1,0
2108,WP_010947837.1,KUP/HAK/KT family potassium transporter,LPG_RS10685,,2370656,2372533,-,NC_002942.5,0,0,0,0
2109,WP_015444225.1,"L,D-transpeptidase family protein",LPG_RS10690,,2373035,2373499,+,NC_002942.5,0,0,0,0
2110,WP_010947839.1,hypothetical protein,LPG_RS10695,,2373532,2374194,-,NC_002942.5,0,1,1,1
2111,WP_015444224.1,hypothetical protein,LPG_RS10700,,2374202,2374546,-,NC_002942.5,0,0,0,1
2112,WP_027223817.1,hypothetical protein,LPG_RS10705,,2374530,2374739,-,NC_002942.5,0,0,0,1
2113,WP_010947842.1,Dot/Icm type IV secretion system effector LegA6,LPG_RS10710,legA6,2374714,2375256,-,NC_002942.5,0,1,1,1
2114,WP_010947843.1,sensor domain-containing diguanylate cyclase,LPG_RS10715,,2375275,2376813,-,NC_002942.5,0,0,0,0
2115,WP_015444221.1,MFS transporter,LPG_RS10720,,2377037,2378293,+,NC_002942.5,0,0,0,0
2116,WP_010947845.1,efflux RND transporter permease subunit,LPG_RS10725,,2378395,2381595,-,NC_002942.5,0,0,0,0
2117,WP_010947846.1,efflux RND transporter periplasmic adaptor subunit,LPG_RS10730,,2381596,2382564,-,NC_002942.5,0,0,0,0
2118,WP_015444219.1,TolC family protein,LPG_RS10735,,2382561,2383874,-,NC_002942.5,0,0,0,0
2119,WP_010947848.1,Dot/Icm T4SS effector LegK2,LPG_RS10740,legK2,2384233,2385849,-,NC_002942.5,1,1,1,1
2120,WP_010947849.1,LysR family transcriptional regulator,LPG_RS10745,,2386207,2387121,+,NC_002942.5,0,0,0,0
2121,WP_025862572.1,pyridoxamine 5'-phosphate oxidase family protein,LPG_RS10750,,2387133,2387720,-,NC_002942.5,0,0,0,0
2122,WP_010947851.1,helix-turn-helix transcriptional regulator,LPG_RS10755,,2387854,2388234,-,NC_002942.5,0,0,0,0
2123,WP_015444218.1,SDR family oxidoreductase,LPG_RS10760,,2388329,2389093,+,NC_002942.5,0,0,0,0
2124,WP_010947853.1,hypothetical protein,LPG_RS10765,,2389116,2389376,+,NC_002942.5,0,0,0,0
2125,WP_010947854.1,hypothetical protein,LPG_RS10770,,2389471,2390412,-,NC_002942.5,0,1,1,1
2126,WP_010947855.1,F-box-like domain-containing protein,LPG_RS10775,,2390645,2391163,+,NC_002942.5,1,1,1,1
2127,WP_015444215.1,response regulator,LPG_RS10780,,2391194,2391613,-,NC_002942.5,0,0,0,0
2128,WP_010947857.1,ATP-binding protein,LPG_RS10785,,2391603,2394053,-,NC_002942.5,0,0,0,0
2129,WP_010947858.1,Dot/Icm T4SS effector MavC,LPG_RS10790,mavC,2394467,2395915,+,NC_002942.5,1,1,1,1
